NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MANNO_MIDBRAIN_NEUROTYPES_HSERT	MANNO_MIDBRAIN_NEUROTYPES_HSERT	Details ...	432	0.45915112	2.2899058	0.0	0.0049231504	0.0044	3345	tags=47%, list=23%, signal=60%	
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	Details ...	83	0.5119998	2.090808	0.0	0.14031048	0.2228	3283	tags=46%, list=23%, signal=59%	
HP_GENERALIZED_CLONIC_SEIZURE	HP_GENERALIZED_CLONIC_SEIZURE	Details ...	28	0.6427656	2.0887492	0.0	0.09636804	0.2288	2628	tags=57%, list=18%, signal=70%	
HP_FOCAL_HEMICLONIC_SEIZURE	HP_FOCAL_HEMICLONIC_SEIZURE	Details ...	15	0.76720756	2.0840268	5.414185E-4	0.076645955	0.2404	2628	tags=60%, list=18%, signal=73%	
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	Details ...	89	0.5057426	2.0818472	0.0	0.063512996	0.2474	1400	tags=34%, list=10%, signal=37%	
MANNO_MIDBRAIN_NEUROTYPES_HNBML5	MANNO_MIDBRAIN_NEUROTYPES_HNBML5	Details ...	437	0.4152621	2.0617485	0.0	0.07112517	0.32	2857	tags=40%, list=20%, signal=48%	
MANNO_MIDBRAIN_NEUROTYPES_HRN	MANNO_MIDBRAIN_NEUROTYPES_HRN	Details ...	309	0.42177728	2.0543463	0.0	0.06799373	0.3512	2817	tags=40%, list=20%, signal=49%	
DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS	DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS	Details ...	23	0.6682361	2.0539253	5.627462E-4	0.05988523	0.353	1705	tags=65%, list=12%, signal=74%	
MANNO_MIDBRAIN_NEUROTYPES_HDA	MANNO_MIDBRAIN_NEUROTYPES_HDA	Details ...	462	0.41163182	2.0505078	0.0	0.055983867	0.3672	2813	tags=40%, list=20%, signal=48%	
MANNO_MIDBRAIN_NEUROTYPES_HDA2	MANNO_MIDBRAIN_NEUROTYPES_HDA2	Details ...	478	0.40407002	2.0369015	0.0	0.061522618	0.4272	2834	tags=38%, list=20%, signal=46%	
