NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GGGGCCC_MIR296	GGGGCCC_MIR296	Details ...	64	0.589501	2.2596803	0.0	0.0038415566	0.0044	4224	tags=72%, list=31%, signal=104%	
HP_ABNORMAL_GERM_CELL_MORPHOLOGY	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	Details ...	30	0.6495914	2.1226223	0.0	0.04577728	0.101	2482	tags=53%, list=18%, signal=65%	
GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	Details ...	35	0.607974	2.0573013	0.0	0.09666336	0.2816	3694	tags=69%, list=27%, signal=94%	
HP_TRUNCAL_OBESITY	HP_TRUNCAL_OBESITY	Details ...	54	0.5544498	2.0556552	0.0	0.07493533	0.2906	3495	tags=54%, list=26%, signal=72%	
HP_ABNORMAL_SPERM_TAIL_MORPHOLOGY	HP_ABNORMAL_SPERM_TAIL_MORPHOLOGY	Details ...	22	0.6728745	2.048192	0.0	0.067834005	0.3212	2936	tags=59%, list=22%, signal=75%	
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	Details ...	16	0.73194855	2.0385995	0.0	0.06649906	0.3686	1334	tags=38%, list=10%, signal=42%	
WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION	WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION	Details ...	20	0.681154	2.018544	3.900156E-4	0.079212196	0.4698	1112	tags=30%, list=8%, signal=33%	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	Details ...	24	0.64584875	2.0037456	3.974563E-4	0.08803053	0.5514	1521	tags=38%, list=11%, signal=42%	
GOBP_REPLICATION_FORK_PROCESSING	GOBP_REPLICATION_FORK_PROCESSING	Details ...	39	0.56972986	1.981765	0.0	0.10838939	0.672	3522	tags=59%, list=26%, signal=80%	
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	Details ...	21	0.654158	1.9679828	7.889546E-4	0.11876689	0.7418	2131	tags=48%, list=16%, signal=56%	
GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY	GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY	Details ...	32	0.5895705	1.963513	0.0	0.1146252	0.7638	2809	tags=47%, list=21%, signal=59%	
HP_ABNORMAL_SPERM_HEAD_MORPHOLOGY	HP_ABNORMAL_SPERM_HEAD_MORPHOLOGY	Details ...	15	0.72266364	1.9588536	0.0011534025	0.112323575	0.7866	2128	tags=67%, list=16%, signal=79%	
GOBP_NEURON_FATE_COMMITMENT	GOBP_NEURON_FATE_COMMITMENT	Details ...	37	0.5722026	1.9586294	0.0	0.104072355	0.7878	2449	tags=49%, list=18%, signal=59%	
WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	Details ...	36	0.5694301	1.9469482	3.8431975E-4	0.11487068	0.8404	3609	tags=56%, list=27%, signal=76%	
MIR4676_5P	MIR4676_5P	Details ...	48	0.5376789	1.9448794	0.0	0.11059491	0.8494	1902	tags=40%, list=14%, signal=46%	
MIR4726_3P	MIR4726_3P	Details ...	53	0.5218807	1.9337035	4.0983607E-4	0.12113066	0.888	2725	tags=45%, list=20%, signal=57%	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	Details ...	23	0.6261458	1.9257524	0.0011650486	0.12659357	0.9132	2759	tags=43%, list=20%, signal=55%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	Details ...	46	0.5356533	1.9233531	3.9952056E-4	0.124027885	0.92	2162	tags=43%, list=16%, signal=52%	
