Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000069431,ABCC9,0.36248745667243787,1.4467080213924157,0,0.12610266520843486,-1.2377499978246613,0,0.15840804825357763,-0.42409232614344017,0.000000000000000000000000008574413820886961
ENSG00000123612,ACVR1C,0.2712409887057469,-1.1416037058389419,0,0.6230094545338322,0.8457583903453852,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006475054662540346,0.5077101702814861,0.03880821814120039,0.24665638201710471
ENSG00000151388,ADAMTS12,0.03744001899903114,0.7195916931237374,0.0000000000000000000000005028972399687183,0.020943953346403404,-0.7351871392909803,0.00000000000000000000000000015318833872752012,0.029392118328300534,0.12645649654191704,0.21833742427326042
ENSG00000145536,ADAMTS16,0.01057300343106102,0.13039511247933078,0.2674669069189926,0.008799804749337158,-0.363097554421107,0.0006917897110602588,0.012917062528489972,0.457576732764144,0.0014128482011740529
ENSG00000156140,ADAMTS3,0.03052411606980972,0.555080522417625,0.000000000000004531051786169633,0.0190836620811041,-0.6242434583906524,0.0000000000000000000004674535202891793,0.02707168793396102,0.22146831831066738,0.019417119361009517
ENSG00000197381,ADARB1,0.24654650808936465,-0.9531112403975208,0,0.5371016219452913,1.1051138368625506,0,0.2563302108947052,-0.748585687793418,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005820954766784472
ENSG00000141433,ADCYAP1,0.15193261094771246,-1.79152629389443,0,0.5961292908577097,1.6605407688059808,0,0.266772147669233,-0.7003326247571662,0.000000000000000000000000000000000000000000000000000000000000000000000000000000023980199168516553
ENSG00000120907,ADRA1A,0.5607674799206918,0.209861711245672,0.00000000000000000000015606922509975328,0.45014868190433505,-0.35944564980300797,0.000000000000000000000000000000000000000000000000000000000000000000000013343768269260526,0.6132897532239341,0.3219715754983341,0.00000000000000000000000000000033846520211520726
ENSG00000170214,ADRA1B,0.07042634134730713,-0.2785722220097524,0.00000000386858567120523,0.09284734607257876,0.4814719275904835,0.0000000000000000000000000002298814026019892,0.05808810753829922,-0.541520171719112,0.00000000000000007668977990543961
ENSG00000159723,AGRP,0.019154516489833146,-1.4127669217697392,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011462320041952665,0.06084615587962107,1.7712361110636623,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007028394735092613,0.01492810220358422,-1.6036597605353702,0.000000000000000000000000000000000000000000000000000000000016053315068782735
