peakAPlocSet	samp	sampMean_spotSpear	sampMed_spotSpear	sampMean_botquint	sampMean_topquint	clusts
a	V12D05-348_C1	0.0103592430232327	0.0104352834906638	-0.00225995423911068	0.0222091058216423	sfishFig2clusts_2_23_3_5
a	V12D05-348_D1	0.00265633433302382	0.00272844280093564	-0.00910578353701818	0.0141782194275936	sfishFig2clusts_2_23_3_5
a	V12D05-350_C1	0.00652138599979425	0.00700200458969407	-0.00493148398380635	0.0173318234225388	sfishFig2clusts_2_23_3_5
a	V12D05-350_D1	-0.00162106596827501	-0.00165885390262802	-0.0127703763855874	0.00975109544443871	sfishFig2clusts_2_23_3_5
a	V12D07-075_A1	-0.000719785087091491	-0.000784683564661093	-0.0123709951136009	0.0111009089915376	sfishFig2clusts_2_23_3_5
a	V12D07-075_D1	0.00480820393156755	0.00452613538524374	-0.00648529406978654	0.01640886177774	sfishFig2clusts_2_23_3_5
a	V12Y31-080_A1	-0.000668374983593178	-0.000649459009665992	-0.012015124575981	0.0106703357194599	sfishFig2clusts_2_23_3_5
a	V13M13-362_A1	-0.00102308653077328	-0.00141999889419573	-0.0122903011789128	0.0110000061840515	sfishFig2clusts_2_23_3_5
a	V13M13-362_D1	-0.00641711802262071	-0.00635064356971245	-0.0178249986393666	0.00471743881562987	sfishFig2clusts_2_23_3_5
a	V13Y24-346_C1	-0.0141102898585134	-0.0139969177705513	-0.0262500630133889	-0.00233677785652572	sfishFig2clusts_2_23_3_5
c	V12D05-348_C1	-0.0469194894519368	-0.0459791586354981	-0.0651436828826257	-0.0301606248966837	sfishFig2clusts_10_19_21_24_26
c	V12D05-348_D1	-0.0391038942996383	-0.0385645607376361	-0.0567021633960865	-0.0218084966553214	sfishFig2clusts_10_19_21_24_26
c	V12D05-350_C1	-0.042381629696873	-0.0421113320489939	-0.055673336714586	-0.0292339917635064	sfishFig2clusts_10_19_21_24_26
c	V12D05-350_D1	-0.0397804553629371	-0.038932825096103	-0.0572764545119541	-0.0234476767202469	sfishFig2clusts_10_19_21_24_26
c	V12D07-075_A1	-0.0410478399828984	-0.0407407920666059	-0.0549081278436279	-0.027314155316989	sfishFig2clusts_10_19_21_24_26
c	V12D07-075_D1	-0.0435673069682937	-0.0434399347475505	-0.056786747942413	-0.0304562607287644	sfishFig2clusts_10_19_21_24_26
c	V12Y31-080_A1	-0.0363736300951151	-0.0363049581411777	-0.0500436318536268	-0.0228133887527046	sfishFig2clusts_10_19_21_24_26
c	V13M13-362_A1	-0.0356207937619656	-0.0351981593644333	-0.0498464920987331	-0.0227339246056744	sfishFig2clusts_10_19_21_24_26
c	V13M13-362_D1	-0.036734353706819	-0.0367985596801832	-0.050560370316086	-0.0227622092313228	sfishFig2clusts_10_19_21_24_26
c	V13Y24-346_C1	-0.0248687454892613	-0.0248977292130523	-0.037724316977552	-0.0121171844976048	sfishFig2clusts_10_19_21_24_26
d	V12D05-348_C1	0.0573580069012982	0.0577458345894906	0.0388247406494722	0.0742374960022179	sfishFig2clusts_20_22_25_7
d	V12D05-348_D1	0.0581432702709725	0.0583213838395272	0.0394623182100162	0.0765807337221069	sfishFig2clusts_20_22_25_7
d	V12D05-350_C1	0.0566445556114288	0.0564523992441782	0.0415698635020041	0.0715238332324603	sfishFig2clusts_20_22_25_7
d	V12D05-350_D1	0.0643124163676125	0.0643994750739957	0.048124893734567	0.0800503016596303	sfishFig2clusts_20_22_25_7
d	V12D07-075_A1	0.0512549184668156	0.0511417598628542	0.0362917817017262	0.0666352466107302	sfishFig2clusts_20_22_25_7
d	V12D07-075_D1	0.050838837865295	0.0512039711831208	0.036651067887753	0.0644763998394387	sfishFig2clusts_20_22_25_7
d	V12Y31-080_A1	0.0539620187676814	0.0539904377026757	0.0386383672179137	0.0695250270579385	sfishFig2clusts_20_22_25_7
d	V13M13-362_A1	0.052387145366207	0.05209815055168	0.0374447341622262	0.0687325463671502	sfishFig2clusts_20_22_25_7
d	V13M13-362_D1	0.0665001569954975	0.0665842568213996	0.0470549482925254	0.0854298277172099	sfishFig2clusts_20_22_25_7
d	V13Y24-346_C1	0.0531962603274562	0.0527119948930936	0.0363734448747325	0.0709766619968185	sfishFig2clusts_20_22_25_7
e	V12D05-348_C1	0.0407376968313954	0.0408836308032711	0.0270649492846594	0.0540976972673811	sfishFig2clusts_12_13_16_17
e	V12D05-348_D1	0.0446170711736528	0.0447881956198239	0.0309225167354707	0.0577774001387972	sfishFig2clusts_12_13_16_17
e	V12D05-350_C1	0.0453296055347295	0.0451314604414059	0.0332654118433119	0.0570588935035494	sfishFig2clusts_12_13_16_17
e	V12D05-350_D1	0.0510429916563641	0.0510996689713057	0.0386532292220661	0.0630198188669747	sfishFig2clusts_12_13_16_17
e	V12D07-075_A1	0.0312687629146839	0.0309655070243851	0.0186180786646154	0.0439290280885188	sfishFig2clusts_12_13_16_17
e	V12D07-075_D1	0.0314621537696192	0.0313245712406797	0.0190076332316587	0.0437466921668439	sfishFig2clusts_12_13_16_17
e	V12Y31-080_A1	0.0412685326834984	0.0409700201721175	0.0290709824128544	0.0537467898568171	sfishFig2clusts_12_13_16_17
e	V13M13-362_A1	0.0328447196352166	0.0330194609301297	0.0198207402861235	0.0455908660793466	sfishFig2clusts_12_13_16_17
e	V13M13-362_D1	0.0398919887838332	0.0396111702135353	0.0255121034452832	0.0541139110745121	sfishFig2clusts_12_13_16_17
e	V13Y24-346_C1	0.0402843139493773	0.0397297567405228	0.0268598333329712	0.0545988120015	sfishFig2clusts_12_13_16_17
ff	V12D05-348_C1	-0.0403947117473308	-0.040803132319782	-0.0517370910540942	-0.0282843887093768	sfishFig2clusts_11_14_15_18_27_8_6
ff	V12D05-348_D1	-0.04303501648346	-0.0432174881845897	-0.0555175199019412	-0.0299126783128126	sfishFig2clusts_11_14_15_18_27_8_6
ff	V12D05-350_C1	-0.0446956887958429	-0.0445329462483362	-0.0553122559139232	-0.0342070366228967	sfishFig2clusts_11_14_15_18_27_8_6
ff	V12D05-350_D1	-0.0475106801867649	-0.0473640340423878	-0.0590910385757336	-0.0358690521687153	sfishFig2clusts_11_14_15_18_27_8_6
ff	V12D07-075_A1	-0.0239955857801172	-0.0238817134557987	-0.0361630694031291	-0.0116564947063028	sfishFig2clusts_11_14_15_18_27_8_6
ff	V12D07-075_D1	-0.0254423080218438	-0.0249664873418366	-0.0376729257727311	-0.0132756413244864	sfishFig2clusts_11_14_15_18_27_8_6
ff	V12Y31-080_A1	-0.0370480314244639	-0.0371526795953072	-0.0494277076466632	-0.0247548268445351	sfishFig2clusts_11_14_15_18_27_8_6
