Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSG00000069431,ABCC9,0.29779532882738385,0.8530385454844016,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026685169575815867,0.06592831367466724,-2.0368248007173855,0,0.11758035267478911,-0.8858599505568447,0.00000000000000000000000000000000000000000000000000000000000022791404118479077,0.7255411946676931,2.1612992917327474,0,0.20782824561857405,0.013853552744545361,0.8419925285241575,0.08331569106633566,-1.4182222788132388,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005852141290743442
ENSG00000123612,ACVR1C,0.30709243399591385,-1.1883727598184208,0,0.7897232564357164,0.7166853713570027,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012422338763761545,0.4811127241377604,-0.29528898763520117,0.0000000000004332526465922281,0.22530911393878258,-1.4310272178881664,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030053231810890016,0.3748257946519666,-0.6579015755052747,0.000000000000000000000000000000023147942349969343,1.1470217468560027,1.1974081389032167,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015586821628690424
ENSG00000151388,ADAMTS12,0.01908786193892887,-0.5721783542225811,0.000000000013810552240565854,0.015379226026012003,-0.9706490492356377,0.00000000000000000000000000013766985692455636,0.04552585356911051,0.9898283528370184,0.0000000000000000000001731310566579615,0.05943837816844338,1.394193971452494,0.000000000000000000000000000000000004004500120939215,0.02245688312184985,-0.18428750397154836,0.2538177569226107,0.02946789073338589,0.24223846981457875,0.029780534975510736
ENSG00000145536,ADAMTS16,0.007116810593609256,-1.4100448638723533,0.00000000000000000000000000015236278197523903,0.012465267410557097,-0.4126811984282668,0.0003063266695055208,0.009892037318720306,-0.679767074501374,0.00016800100505170936,0.07810497627092973,2.965139893792349,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022616713250523057,0.014494897287739448,-0.0659517782321295,0.7723022768394414,0.008797967377233918,-0.8655629058540901,0.0000015743552228056026
ENSG00000156140,ADAMTS3,0.03607770456991513,0.04883461140770784,0.49045364099209443,0.03270109112899394,-0.15532262373367445,0.02693751467131872,0.027315512141466304,-0.40430569342146505,0.0001946586231514067,0.016210466773211828,-1.1719446549770067,0.000000000000001786886842357637,0.032052096819367513,-0.13816384173034635,0.3236571720896934,0.061373772426728174,0.9553156698373124,0.0000000000000000000000000001818864557751304
ENSG00000197381,ADARB1,0.4228537346341592,-0.8363401981691708,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025267970308145368,1.0210187215374495,1.0828444687492411,0,0.35914840037853846,-0.9406778751902424,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004698749731107601,0.7625469066954292,0.2468753094618436,0.00000000019359499399790287,0.3942203755299278,-0.7629408966873975,0.00000000000000000000000000000000000000000000000000000000014592786082489247,0.6142677223020548,-0.09727074942310454,0.003229433912951643
ENSG00000141433,ADCYAP1,0.23304469371558634,-1.2499507726514791,0,0.27787833130157474,-0.9478393382746942,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028835136951655243,0.2252686680308579,-1.1029082109070591,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013220815443885362,0.18568352849315367,-1.3612949532751322,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029875969284112262,0.18373813463331695,-1.3620319534227665,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001783840853292802,2.0197165109134345,3.0704201498010564,0
ENSG00000120907,ADRA1A,0.9950370788336456,0.7517133453184192,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001370543607233419,0.5801610660075843,-0.4251775994449426,0.0000000000000000000000000000000000000000000000000000000000000000000000008595096768063319,0.6167910087252082,-0.24115915674884347,0.000000000003728346681036407,0.5418225712379591,-0.4319802638668536,0.0000000000000000000000006457980382625392,0.9731996531078021,0.47706930621078275,0.000000000000000000000000000020628107067272758,0.42813241248973244,-0.8196720037968163,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003374830534814835
ENSG00000170214,ADRA1B,0.07840832943016902,-1.6471335676835275,0,0.32021167452054466,1.2400463197129301,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025604471101640964,0.0650851091765802,-1.6896270533455762,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003916730068701784,0.5080917009825889,1.603460143845375,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013965494829543582,0.25805000241834736,0.44617671831115846,0.00000000042850302150256886,0.04451983492094271,-2.2633931687445803,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004474340085318356
ENSG00000159723,AGRP,0.014480446988152937,-1.6276084692178765,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010815660618122851,0.08547611938667724,2.7862386603349707,0,0.013938779858196797,-1.4428873036924212,0.000000000000000000000000000000019000932875051585,0.006877167721968655,-2.426941390083015,0.00000000000000000000000000000000000000000011412348237710023,0.01429074380481354,-1.3465017750821744,0.000000000000000050780431850677913,0.008055970128551538,-2.263667239603726,0.00000000000000000000000000000000000000000000000000000000000011026496587678892
