Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value
ENSG00000069431,ABCC9,0.0810204314758354,-1.080714817340596,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009234445411724372,0.19943157439837428,0.4565327129736616,0.000000000000000002565564669852107,0.2748388051237166,1.202966572773905,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006334583447336217,0.055659845671020065,-1.7445172612576791,0,0.12674323215750624,-0.25743772682315047,0.0000780006342596157,0.5657051910039868,2.150332851836275,0,0.07873074024181488,-0.9656799222727313,0.000000000000000000000000000000012983627448370692,0.08833980919415163,-0.7706516311243017,0.00000000009945672253908346
ENSG00000123612,ACVR1C,0.4238272852850916,0.6075377601436249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013572106711922317,0.48424029029887594,0.7037134833302032,0.0000000000000000000000000000000000000000000000000000000000000000000000000000023108598952221423,0.1992775510707287,-0.7731002651022407,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010292175924153942,0.3124170835467507,-0.002939558453926905,0.9109508761529658,0.26640689089417574,-0.24766812371927638,0.00000003153039805476581,0.2433254859878155,-0.3790518442775421,0.0000000000005431945081392006,0.21183246198725933,-0.5890163022240895,0.0000000000000000000000000000023998624414189274,0.07293697066799186,-2.1196608213974915,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000013849745364081416
ENSG00000151388,ADAMTS12,0.025895481762569717,0.009631377983623679,0.9153517877646663,0.03286758054759813,0.39125614410787435,0.0007988377793744225,0.018196836512026453,-0.5994540020700168,0.00000000007047208094516403,0.025501058999902498,-0.02101395000728523,0.7820401751553805,0.02107260049220674,-0.30160089132489176,0.033676881889659116,0.0705537653693928,1.5973775044238954,0.0000000000000000000000000000000000000000003683570041900934,0.01403122103319473,-0.8974084513184728,0.0000003219010115864816,0.011325616563352774,-1.1515231149584926,0.000032340876939889187
ENSG00000145536,ADAMTS16,0.010824037350492104,-0.4639132593580406,0.00003753970495854182,0.02959391714644293,1.239844030820481,0.00000000000000000006233187674349172,0.009375809056501434,-0.6816531592730701,0.00000005288571127939162,0.008461538602707375,-0.9265571597449078,0.0000000000000000977215107092549,0.016150533223954072,0.23676939288545373,0.1919226817196344,0.049302631221985325,2.033464466535512,0.00000000000000000000000000000000000000000001900851017512229,0.011108049984612494,-0.3263581327974663,0.1299917728441869,0.01857401116389855,0.4537967701264707,0.1128991704249008
ENSG00000156140,ADAMTS3,0.02374894270994048,-0.22360500141598916,0.0049601075684037954,0.049104951017327876,0.9891361675906563,0.0000000000000000000002967145608218059,0.030901335174386382,0.2614015585889744,0.0011693523449180484,0.02189132005471082,-0.3903249335742869,0.00000031141892017696754,0.027225184577522574,0.031134968274137975,0.8460598620593544,0.026563917684259333,-0.0034587493340634268,1,0.02474951487799626,-0.11151194633520234,0.46214579996975425,0.008154443925613998,-1.664871800780647,0.000000026545516294337477
ENSG00000197381,ADARB1,0.14267634043433472,-1.4820105165873436,0,0.31689061723182255,-0.09914562480959499,0.02050280739515814,0.21370187269611554,-0.7834317941109592,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037818549317981575,0.5701058669567244,1.206474761071577,0,0.2750205086136179,-0.3156317047333541,0.000000000010277692789539026,0.5028018339276606,0.613382886086627,0.0000000000000000000000000000000000023691230629472543,0.2611366136733464,-0.3891312680136967,0.00000000000008915584640498565,0.6523555140491197,0.9839783359677312,0.000000000000000000000000000000000000000000000000480855502490201
ENSG00000141433,ADCYAP1,0.2009982632047078,-1.215888245767318,0,0.44953945824663094,0.17079967868440993,0.00006811917758922374,0.2472661595551887,-0.836874657273236,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004258047502818903,0.7665455314902199,1.5481824779988993,0,0.3345467596390486,-0.2888757243891895,0.000000002050370256622169,0.2424754406219192,-0.7648176567273932,0.000000000000000000000000000000000000003014067973752822,0.31297418026820467,-0.3852274236998341,0.0000000000012340164456522682,0.05119178686635454,-2.997494844953472,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015810673508232505
ENSG00000120907,ADRA1A,0.4263391926871046,-0.5797434385429752,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002788432172299175,0.8990789164932619,0.6864559554546288,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028927519002504945,0.8325607485853078,0.6597006068592763,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003533281025469853,0.4397283065599626,-0.5511845166093445,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006239407580037677,0.551117719442166,-0.09744914500615964,0.010422352635730353,0.40164643538600114,-0.5712958736862523,0.0000000000000000000000000000000000028234644762577533,0.7913998418861639,0.4612225322204933,0.00000000000000000000000000000008174762120909592,0.8390016750131735,0.5308363414415243,0.00000000000000000007987588725694552
ENSG00000170214,ADRA1B,0.03411626962370296,-1.567386096952995,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001035490982627944,0.06927071756844386,-0.3210833110041955,0.00004219044799999447,0.03323141789848733,-1.5569908968467634,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007080261045148937,0.04960479969844048,-0.9977875551670312,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000008541444185725259,0.052604593929450404,-0.73385042043419,0.000000000000000420104369237655,0.06694107256433353,-0.36103112972450546,0.00029430980775306434,0.0629456165794708,-0.45543285949862655,0.0000027525923914435735,1.6748321773886081,5.182616210281902,0
ENSG00000159723,AGRP,0.006256932983195857,-0.7642295117692992,0.00000000212501681400562,0.012047081316251105,0.3693077069452011,0.033477355566029286,0.006601901051619353,-0.6418227968218719,0.0000021619457776630777,0.015642202095830605,1.101683816257494,0.0000000000000000000000000008688724374543596,0.007844544708777691,-0.290550481500909,0.15048754687137111,0.007225385610118539,-0.3944891297624249,0.1052116175738617,0.007210488586502847,-0.40276315766183046,0.09259815719914341,0.005436295950409332,-0.7276403770563524,0.05375625548917321
ENSG00000204472,AIF1,0.265257421652566,-0.9622442586207636,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001730318962252378,0.6648155635065963,0.6019337737648554,0.0000000000000000000000000000000000000000000000000000000030291157870999053,0.2946999864386723,-0.7523568482019318,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013332830286769438,0.18999647458831467,-1.561614068478769,0,2.4727235438884345,3.0267440152771803,0,0.5380787166123571,0.25008716967248645,0.00000036076577140657426,0.2771166154055959,-0.7538710055981335,0.000000000000000000000000000000000000000000000011113035372338906,0.3859770124790625,-0.24784658960882044,0.0019074409868336875
ENSG00000171094,ALK,0.06859790759678962,-1.961824704300499,0,0.11300686060787722,-1.021939790965662,0.000000000000000000000000000000000000000000000000000000000000000000000003565751172842194,0.09697582385067756,-1.3657435596512866,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013945654592948337,0.530437552956876,2.4213628011105364,0,0.08936628383921252,-1.3613285142523237,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016672657523025433,0.0495151425634594,-2.204894560811884,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002780722767324029,0.29816344695538805,0.4698273494816141,0.00000000000003954712569356877,0.03986617030300176,-2.4774866690159514,0.0000000000000000000000000000000000000000000000000000000000000000000000000010528795696846771
ENSG00000189292,ALKAL2,0.02836171812090969,0.19611876257626193,0.023582576188773897,0.047402646048727175,1.0055201365776831,0.000000000000000008055692363823032,0.01564484114753494,-0.8391725609088008,0.0000000000000010930138272229082,0.01762173635609701,-0.7042270834330324,0.000000000000002402251252326466,0.03199343724364235,0.35322304181488207,0.012139641829573802,0.061203266344533505,1.3718426857041912,0.000000000000000000000005971004749021785,0.016954392081776966,-0.6094792025874165,0.000932729601171114,0.02401030711430788,-0.07100181932622274,0.7983320380325392
ENSG00000154188,ANGPT1,0.05882430425077565,-0.9637982577725333,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016953937088115162,0.12597056767645176,0.3452488538553413,0.000000039020105057456275,0.18318888464241265,1.1683828577110038,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010578930673358633,0.06730416484905774,-0.76943230360438,0.0000000000000000000000000000000000000000000000000000000000000000000000000000030164465212012465,0.08029122231337167,-0.35797848444566815,0.000004037154906377577,0.24545059940255626,1.3902726436528257,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013219958367508297,0.049888785895803485,-1.061695824244484,0.000000000000000000000000001239593155914061,0.04620851557847932,-1.1406411338303282,0.000000000000028322292504334485
ENSG00000029534,ANK1,0.1042669927053733,-1.1189623766938581,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036542283670838363,0.23714417677968208,0.2918043377682622,0.0000000010308915647713751,0.1175582212469026,-0.8830083343128892,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001956289538561112,0.3201411486015157,1.0980381167352984,0,0.16350492206726835,-0.28941983760382284,0.0000001130861799800864,0.17319674330137086,-0.1967884941241449,0.001555722044424628,0.15980001732249555,-0.3195662828591632,0.0000001508871207684248,0.4416990459707582,1.2073847794791321,0.00000000000000000000000000000000000000000000000000000004870085414269719
ENSG00000180071,ANKRD18A,0.44036020309470403,1.4823199054934346,0,0.31636683108763775,0.546141802423463,0.0000000000000000000000000000000000004671251145933072,0.09164992048130396,-1.4899133879147226,0,0.18188426556094842,-0.41063033184738584,0.000000000000000000000000000000000000000000000011149492492217165,0.13274200164068917,-0.804265909331384,0.00000000000000000000000000000000000000000002060468490638315,0.11178096561536328,-1.0455375598802994,0.00000000000000000000000000000000000000000000000001757397283432868,0.14771757698835564,-0.6345368188463176,0.000000000000000000000005449923309949802,0.05753413214183209,-1.9830201128191498,0.00000000000000000000000000000000000000000000000000000000000029540495391099245
ENSG00000189127,ANKRD34B,0.1081490314175751,-1.3733186231341714,0,0.2355728183471276,-0.023784759355346186,0.6444446843155605,0.11539457300309458,-1.2230501855104958,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000557077102046576,0.4637544184639803,1.6116323446247758,0,0.180270713699754,-0.43422119819507055,0.000000000000016466634166189032,0.14493273488531894,-0.7517510975087118,0.000000000000000000000000000048668282726965725,0.138168551562987,-0.8259949521074792,0.0000000000000000000000000000000000012178891466915118,0.5531431129541495,1.2569886165312163,0.00000000000000000000000000000000000000000000000000000000021688582566940736
ENSG00000134343,ANO3,0.06599465810743076,-1.2699303005760347,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016488174261845393,0.14993378377290778,0.14335771054958624,0.015447188485636134,0.06302318987092088,-1.2979260410345619,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001261658085647901,0.24763585451960113,1.3990056888361733,0,0.10213289581624288,-0.4497279418832041,0.000000000009306126899269801,0.11390607903010402,-0.2772692060906037,0.00022427301796169638,0.2200173409232896,0.7368436012184154,0.000000000000000000000000000016363748394348466,0.06885974870518487,-1.0014376843452588,0.0000000000000004205433161426573
