NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TBX3	1	TBX3	
GRP	1	GRP	
POMC	1	POMC	
SOSTDC1	1	SOSTDC1	
SYT6	1	SYT6	
PRDM13	1	PRDM13	
ANKRD34B	1	ANKRD34B	
BTN3A2	1	BTN3A2	
LINC02192	1	LINC02192	
DHRS2	1	DHRS2	
GPR61	1	GPR61	
UGT8	1	UGT8	
TCF7L2	1	TCF7L2	
AKAP14	1	AKAP14	
CHRM5	1	CHRM5	
CALCB	1	CALCB	
HIF3A	1	HIF3A	
LNX2	1	LNX2	
SEC31B	1	SEC31B	
PGM5	1	PGM5	
LRAT	1	LRAT	
THRB	1	THRB	
PSMC3IP	1	PSMC3IP	
PHYHD1	1	PHYHD1	
KLF5	1	KLF5	
ZBTB20	1	ZBTB20	
IL13RA1	1	IL13RA1	
SCN5A	1	SCN5A	
CDKN1C	1	CDKN1C	
FAM218A	1	FAM218A	
PPP1R3G	1	PPP1R3G	
LINC01322	1	LINC01322	
ZNF208	1	ZNF208	
GABRE	1	GABRE	
MPP7	1	MPP7	
TAC3	1	TAC3	
IRX5	1	IRX5	
TOX3	1	TOX3	
SDS	1	SDS	
FRMPD2	1	FRMPD2	
SLC1A5	1	SLC1A5	
CPNE4	1	CPNE4	
CABLES1	1	CABLES1	
C1orf159	1	C1orf159	
S1PR2	1	S1PR2	
ZNF253	1	ZNF253	
ZNF135	1	ZNF135	
PDK4	1	PDK4	
GALR3	1	GALR3	
ZNF160	1	ZNF160	
SP110	1	SP110	
RBMS3	1	RBMS3	
SOX9-AS1	1	SOX9-AS1	
ZNF343	1	ZNF343	
PUS3	1	PUS3	
SLIT3	1	SLIT3	
TOX2	1	TOX2	
CGNL1	1	CGNL1	
MT-ND6	1	MT-ND6	
ETAA1	1	ETAA1	
MAML3	1	MAML3	
SNX22	1	SNX22	
ANKRD49	1	ANKRD49	
RPAP2	1	RPAP2	
MAPK12	1	MAPK12	
ZC3H10	1	ZC3H10	
DTX1	1	DTX1	
GAL	1	GAL	
MAML1	1	MAML1	
NXPH3	1	NXPH3	
TEDC2	1	TEDC2	
KCNJ5	1	KCNJ5	
ZNF581	1	ZNF581	
SEMA3C	1	SEMA3C	
APCDD1	1	APCDD1	
JHY	1	JHY	
NPPC	1	NPPC	
IFI6	1	IFI6	
S100A13	1	S100A13	
NPL	1	NPL	
AMOT	1	AMOT	
