NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SLC18A3	solute carrier family 18 member A3 [Source:HGNC Symbol;Acc:HGNC:10936]	11	2.2243103981018066	0.03656622	Yes	
row_1	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	15	2.1518537998199463	0.07249638	Yes	
row_2	TAC3	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]	20	2.0477921962738037	0.106605805	Yes	
row_3	MIR7-3HG	MIR7-3 host gene [Source:HGNC Symbol;Acc:HGNC:30049]	36	1.7775763273239136	0.13537697	Yes	
row_4	PTGER3	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	47	1.6396983861923218	0.16219519	Yes	
row_5	TMOD1	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]	64	1.4951930046081543	0.1861501	Yes	
row_6	ZCCHC12	zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]	65	1.4887337684631348	0.2111587	Yes	
row_7	ARHGEF28	Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]	115	1.245391607284546	0.22852026	Yes	
row_8	KCNQ5	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]	164	1.1002000570297241	0.24351545	Yes	
row_9	POU2F2	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]	196	1.0587924718856812	0.2590499	Yes	
row_10	CELF5	CUGBP Elav-like family member 5 [Source:HGNC Symbol;Acc:HGNC:14058]	197	1.0577237606048584	0.27681813	Yes	
row_11	PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	233	1.0009043216705322	0.2910896	Yes	
row_12	TOX2	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	259	0.969565212726593	0.30556095	Yes	
row_13	PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	277	0.947088897228241	0.32023585	Yes	
row_14	TMEM130	transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429]	305	0.9173137545585632	0.3336842	Yes	
row_15	SMIM18	small integral membrane protein 18 [Source:HGNC Symbol;Acc:HGNC:42973]	430	0.819888174533844	0.3384501	Yes	
row_16	LINGO2	leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]	436	0.8176259398460388	0.35182187	Yes	
row_17	YPEL4	yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]	447	0.8096201419830322	0.36469597	Yes	
row_18	SPINT2	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]	472	0.7932025194168091	0.37627733	Yes	
row_19	NOS1AP	nitric oxide synthase 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:16859]	481	0.7888743281364441	0.38894817	Yes	
row_20	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]	516	0.7634318470954895	0.39930308	Yes	
row_21	PIANP	PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]	528	0.7577634453773499	0.4112334	Yes	
row_22	PLD5	phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]	608	0.7246942520141602	0.41766888	Yes	
row_23	RGS7	regulator of G protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003]	621	0.7171928882598877	0.42884505	Yes	
row_24	SEZ6L	seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]	662	0.7015407085418701	0.4377244	Yes	
row_25	FAM241B	family with sequence similarity 241 member B [Source:HGNC Symbol;Acc:HGNC:23519]	693	0.6847436428070068	0.447048	Yes	
row_26	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	707	0.6795538663864136	0.45751926	Yes	
row_27	SH2D3C	SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]	720	0.6747616529464722	0.46798262	Yes	
row_28	NALF1	NALCN channel auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:33877]	819	0.6420175433158875	0.47164914	Yes	
row_29	SYT5	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]	825	0.6402158141136169	0.48204067	Yes	
row_30	GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	868	0.6308531761169434	0.4895873	Yes	
row_31	SCN3A	sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590]	869	0.6307644248008728	0.5001833	Yes	
row_32	CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	925	0.6127936244010925	0.50648224	Yes	
row_33	ZFR2	zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29189]	1072	0.5800360441207886	0.50562096	Yes	
row_34	GLCCI1	glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]	1088	0.577226996421814	0.514228	Yes	
row_35	CARMIL2	capping protein regulator and myosin 1 linker 2 [Source:HGNC Symbol;Acc:HGNC:27089]	1137	0.5696202516555786	0.5203102	Yes	
row_36	PNMA2	PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]	1175	0.5606458783149719	0.52704066	Yes	
row_37	DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]	1184	0.5599905252456665	0.5358666	Yes	
row_38	TTC9B	tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395]	1274	0.543036937713623	0.5385241	Yes	
row_39	EFNA3	ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]	1293	0.5396791100502014	0.5462825	Yes	
row_40	RYR2	ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]	1301	0.5378032922744751	0.5548083	Yes	
row_41	PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	1341	0.5305486917495728	0.56088793	Yes	
row_42	PNMA6A	PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]	1381	0.5230634808540344	0.5668418	Yes	
row_43	REEP1	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	1439	0.513332724571228	0.5713247	Yes	
row_44	HRK	harakiri, BCL2 interacting protein [Source:HGNC Symbol;Acc:HGNC:5185]	1481	0.5063511729240417	0.57685256	Yes	
row_45	BBC3	BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868]	1561	0.4935620427131653	0.5794053	Yes	
row_46	ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	1618	0.4836198091506958	0.58346176	Yes	
row_47	RADIL	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]	1666	0.4758845567703247	0.58804196	Yes	
row_48	OGDHL	oxoglutarate dehydrogenase L [Source:HGNC Symbol;Acc:HGNC:25590]	1724	0.46808284521102905	0.59176475	Yes	
row_49	ACTL6B	actin like 6B [Source:HGNC Symbol;Acc:HGNC:160]	1762	0.4631980061531067	0.59685826	Yes	
row_50	DIRAS2	DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]	1800	0.4572490453720093	0.60185176	Yes	
row_51	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]	1867	0.448307603597641	0.6045886	Yes	
row_52	SLC35G2	solute carrier family 35 member G2 [Source:HGNC Symbol;Acc:HGNC:28480]	1907	0.4429835081100464	0.60919726	Yes	
row_53	SEMA4F	ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]	1957	0.43809935450553894	0.6129975	Yes	
row_54	SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]	1992	0.4337790310382843	0.61781466	Yes	
row_55	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:37073]	2105	0.4210284948348999	0.61675197	No	
row_56	GNB5	G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]	2464	0.3846350312232971	0.59720904	No	
row_57	PLPPR5	phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]	2508	0.3800927698612213	0.60047066	No	
row_58	ST7	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	2531	0.37805065512657166	0.60522336	No	
row_59	TMEM200C	transmembrane protein 200C [Source:HGNC Symbol;Acc:HGNC:37208]	2557	0.3755773901939392	0.60971653	No	
row_60	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1 [Source:HGNC Symbol;Acc:HGNC:21359]	2929	0.3440476357936859	0.5885476	No	
row_61	RAB6B	RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]	3002	0.33766961097717285	0.58899003	No	
row_62	BAIAP2	BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947]	3102	0.33021262288093567	0.587346	No	
row_63	MPP3	MAGUK p55 scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]	3476	0.30456578731536865	0.56536853	No	
row_64	NTNG1	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]	3550	0.2993665933609009	0.56509495	No	
row_65	GPR22	G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477]	3670	0.28997737169265747	0.5613223	No	
row_66	ZFHX2	zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]	3916	0.2749687731266022	0.5481452	No	
row_67	MARCHF1	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]	4181	0.25826460123062134	0.5333074	No	
row_68	PTGFR	prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]	4351	0.24805967509746552	0.5251987	No	
row_69	ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	4354	0.247798353433609	0.52921605	No	
row_70	CHST1	carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]	4456	0.2422342598438263	0.5259489	No	
row_71	DNM3	dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]	4606	0.23336760699748993	0.5190461	No	
row_72	ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	5297	0.19292379915714264	0.4721671	No	
row_73	GPR137C	G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445]	5357	0.19063320755958557	0.47108388	No	
row_74	MAPT	microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]	5586	0.17937086522579193	0.4575357	No	
row_75	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]	5752	0.17016559839248657	0.44840905	No	
row_76	SLC1A6	solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944]	6348	0.14035914838314056	0.4075476	No	
row_77	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]	6965	0.10796362161636353	0.36461657	No	
row_78	GRIA3	glutamate ionotropic receptor AMPA type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4573]	7275	0.09208589792251587	0.3437185	No	
row_79	DPP6	dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]	7369	0.08655888587236404	0.3384173	No	
row_80	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]	7437	0.08229721337556839	0.33493304	No	
row_81	RFTN1	raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]	7848	0.06099069118499756	0.30617625	No	
row_82	VSTM2L	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]	8302	0.03568430244922638	0.27387092	No	
row_83	DNER	delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]	8719	0.011890108697116375	0.24385346	No	
row_84	ENHO	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	9365	-0.02916717156767845	0.19749227	No	
row_85	MPP2	MAGUK p55 scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:7220]	9510	-0.03941018134355545	0.1876945	No	
row_86	TSHZ3	teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]	9599	-0.04555853456258774	0.18206774	No	
row_87	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]	9961	-0.07131537050008774	0.1570436	No	
row_88	SAMD14	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]	9973	-0.07235868275165558	0.15746011	No	
row_89	VSTM2A	V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499]	10294	-0.09884804487228394	0.13587663	No	
row_90	RND2	Rho family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:18315]	10394	-0.10566847026348114	0.1304606	No	
row_91	ELMO1	engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]	10510	-0.11457327753305435	0.12403196	No	
row_92	FSTL5	follistatin like 5 [Source:HGNC Symbol;Acc:HGNC:21386]	10741	-0.13653871417045593	0.109619	No	
row_93	SLC38A1	solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	11082	-0.17234814167022705	0.08781746	No	
row_94	CLCN4	chloride voltage-gated channel 4 [Source:HGNC Symbol;Acc:HGNC:2022]	11222	-0.1876756250858307	0.080873534	No	
row_95	AKR1C2	aldo-keto reductase family 1 member C2 [Source:HGNC Symbol;Acc:HGNC:385]	11894	-0.27782905101776123	0.03680093	No	
row_96	PIRT	phosphoinositide interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:HGNC:37239]	12225	-0.34076911211013794	0.018554999	No	
row_97	AKR1C1	aldo-keto reductase family 1 member C1 [Source:HGNC Symbol;Acc:HGNC:384]	12415	-0.37890514731407166	0.011191583	No	
row_98	PTPRG	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	12554	-0.4167132079601288	0.008167799	No	
row_99	DLGAP1	DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]	12567	-0.4201648533344269	0.014354318	No	
row_100	MTUS1	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]	12576	-0.4226575195789337	0.02087326	No	
row_101	AMER2	APC membrane recruitment protein 2 [Source:HGNC Symbol;Acc:HGNC:26360]	12611	-0.43367907404899597	0.025688775	No	
row_102	SORL1	sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]	12712	-0.46001437306404114	0.026152613	No	
row_103	GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	12956	-0.5371165871620178	0.0175245	No	
row_104	SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	12981	-0.5443770289421082	0.024925955	No	
row_105	DTNA	dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]	12994	-0.551564633846283	0.033319805	No	
row_106	PLPP4	phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]	13082	-0.5803744196891785	0.036749803	No	
row_107	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2 [Source:HGNC Symbol;Acc:HGNC:29286]	13162	-0.614011287689209	0.041325957	No	
row_108	SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]	13171	-0.618627667427063	0.051136915	No	
