Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000228794,LINC01128,18,-0.4565,25,0.11776,24,-0.0063,25,0.01413
ENSG00000187634,SAMD11,34,0.88381,24,0.89121,4,-2.3489,9,-1.3329
ENSG00000188976,NOC2L,30,-0.3821,44,0.52625,40,0.06946,27,-0.6100
ENSG00000188290,HES4,140,0.77275,76,-0.4158,139,0.75016,77,-0.2335
ENSG00000187608,ISG15,83,0.86661,46,-0.1740,27,-0.9093,50,0.06012
ENSG00000078808,SDF4,115,0.25397,101,0.11605,73,-0.4648,93,-0.0966
ENSG00000176022,B3GALT6,44,0.13062,48,0.60713,26,-0.7120,29,-0.6407
ENSG00000160087,UBE2J2,17,-1.5848,60,0.71459,41,-0.3252,41,-0.3597
ENSG00000131584,ACAP3,28,-0.7438,44,-0.1591,95,1.17967,41,-0.2288
ENSG00000127054,INTS11,54,0.23479,50,0.27660,43,-0.1414,37,-0.4317
ENSG00000224051,CPTP,17,0.14622,13,-0.5351,20,0.37861,20,0.44077
ENSG00000107404,DVL1,64,0.23450,54,-0.0650,40,-0.4774,59,0.14826
ENSG00000175756,AURKAIP1,218,0.68583,129,-0.3311,138,-0.0487,151,0.11268
ENSG00000221978,CCNL2,29,-0.9507,59,0.31950,51,-0.0901,52,-0.0746
ENSG00000242485,MRPL20,161,-0.1836,189,0.14513,145,-0.3401,182,0.01017
ENSG00000235098,ANKRD65,14,-0.8252,26,0.33171,4,-2.4826,28,0.34367
ENSG00000179403,VWA1,13,-1.5696,34,-0.2695,21,-0.8683,57,0.91237
ENSG00000205090,TMEM240,2,-3.8536,29,0.16854,74,1.65074,17,-0.8045
ENSG00000160075,SSU72,163,-0.1563,204,0.46705,119,-0.6351,151,-0.3266
ENSG00000228594,FNDC10,67,-0.1091,97,1.43772,14,-2.3712,32,-1.3782
ENSG00000272106,AL691432.2,10,-1.9073,37,-0.1172,69,0.97623,40,0.08474
ENSG00000197530,MIB2,20,-0.7825,39,0.50654,33,-0.0537,28,-0.3805
ENSG00000189339,SLC35E2B,15,-1.0646,37,0.92843,29,-0.0283,17,-0.9244
ENSG00000215790,SLC35E2A,10,-0.9658,18,-0.1265,32,0.82836,20,0.03571
ENSG00000008130,NADK,28,-0.0254,29,0.07585,35,0.30275,25,-0.2315
ENSG00000078369,GNB1,289,-0.5386,433,0.20817,424,0.05829,387,-0.1042
ENSG00000187730,GABRD,3,-3.5041,3,-4.4232,327,4.99868,27,-0.5373
ENSG00000067606,PRKCZ,80,-0.9592,158,0.18678,219,0.61171,131,-0.2499
ENSG00000162585,FAAP20,56,-0.3940,79,0.27964,50,-0.5743,72,-0.0138
ENSG00000157933,SKI,9,-2.0772,29,-0.6226,53,0.60735,55,0.88498
ENSG00000157916,RER1,137,0.75376,88,0.06916,69,-0.3393,70,-0.3693
ENSG00000157911,PEX10,45,0.55831,33,0.14711,34,0.09770,24,-0.5505
ENSG00000149527,PLCH2,0,-6.6860,16,0.53256,15,0.07011,14,-0.0577
ENSG00000157881,PANK4,4,-2.0279,18,-0.0791,32,0.89360,19,0.10410
ENSG00000197921,HES5,19,-2.3050,100,0.48515,12,-2.9383,109,0.41777
ENSG00000272449,AL139246.5,13,-1.1630,35,0.99495,4,-2.6722,24,-0.3198
ENSG00000157870,PRXL2B,39,-0.6512,76,0.95968,22,-1.5136,44,-0.5731
ENSG00000158109,TPRG1L,131,-0.2027,170,0.52011,153,0.04740,103,-0.6681
ENSG00000116213,WRAP73,9,-0.7501,19,0.69955,14,-0.2218,11,-0.5843
ENSG00000130764,LRRC47,60,-0.7512,115,0.60948,73,-0.4740,81,-0.3597
ENSG00000116198,CEP104,7,-1.5302,22,0.27202,20,-0.0782,22,0.09001
ENSG00000198912,C1orf174,21,0.25838,23,0.90961,17,-0.1345,7,-1.5700
ENSG00000196581,AJAP1,5,-2.4458,24,-0.1714,58,1.32571,25,-0.0480
ENSG00000069424,KCNAB2,51,-0.6197,51,-1.1127,244,2.00425,86,0.25037
ENSG00000116254,CHD5,50,-1.1337,139,1.20623,30,-1.9054,73,-0.6729
ENSG00000116251,RPL22,377,-0.3526,457,-0.1101,416,-0.1981,558,0.33111
ENSG00000116237,ICMT,52,0.07800,46,-0.2442,93,1.03314,42,-0.2929
ENSG00000097021,ACOT7,292,-0.0552,342,0.46051,236,-0.3896,238,-0.4480
ENSG00000162408,NOL9,24,-0.6389,40,0.28291,35,-0.0574,35,-0.1225
ENSG00000162413,KLHL21,14,-1.5163,43,0.46010,43,0.21131,33,-0.2769
ENSG00000116273,PHF13,4,-2.3149,24,0.70588,13,-0.6063,18,-0.1562
ENSG00000041988,THAP3,23,0.24052,23,0.54497,11,-0.9059,14,-0.5503
ENSG00000007923,DNAJC11,55,0.72628,31,-0.3156,48,0.50335,31,-0.1933
ENSG00000171735,CAMTA1,122,-0.9676,285,0.92728,128,-0.8929,166,-0.5836
ENSG00000049245,VAMP3,41,-0.1958,48,0.16586,26,-0.8759,50,0.13746
ENSG00000049246,PER3,18,-1.2250,44,0.38442,31,-0.3719,40,0.00463
ENSG00000116288,PARK7,422,0.03817,417,0.04057,402,-0.0381,401,-0.0532
ENSG00000116285,ERRFI1,13,-0.8433,28,0.65211,22,-0.0827,17,-0.5522
ENSG00000162426,SLC45A1,22,-0.5367,35,0.35901,29,-0.1452,28,-0.2177
ENSG00000142599,RERE,50,-1.2044,123,0.35878,91,-0.3194,112,0.01450
ENSG00000074800,ENO1,592,-0.0621,615,-0.0059,926,0.65412,524,-0.3055
ENSG00000171612,SLC25A33,47,-0.4212,70,0.44829,21,-1.5901,62,0.00566
ENSG00000188807,TMEM201,8,-1.3068,22,0.55235,15,-0.3595,17,-0.1916
ENSG00000171603,CLSTN1,285,-0.6615,493,0.44793,378,-0.2275,380,-0.2640
ENSG00000178585,CTNNBIP1,27,-0.9709,59,0.61625,16,-1.7464,50,-0.0219
ENSG00000162441,LZIC,50,0.48617,33,-0.3536,28,-0.4221,45,0.36735
ENSG00000130939,UBE4B,36,-0.2361,48,0.58872,36,-0.2042,29,-0.6299
ENSG00000054523,KIF1B,154,-0.9950,310,0.18291,300,0.02865,303,0.05886
ENSG00000142657,PGD,52,-0.3636,71,0.30780,34,-0.9979,67,0.04864
ENSG00000241563,CORT,12,-2.6143,6,-4.5061,41,-0.8016,243,4.42919
ENSG00000160049,DFFA,32,-0.1439,29,-0.5847,23,-0.6729,55,0.92291
ENSG00000142655,PEX14,10,-1.5343,36,1.09333,33,0.24690,14,-1.2489
ENSG00000120948,TARDBP,71,-0.1365,85,0.32893,70,-0.1704,66,-0.3144
ENSG00000116649,SRM,117,0.18120,101,-0.0831,109,0.07221,104,0.00041
ENSG00000171824,EXOSC10,20,-0.6313,33,0.34844,37,0.32022,24,-0.3968
ENSG00000198793,MTOR,36,-0.2285,50,0.72608,44,0.11113,23,-1.0318
ENSG00000116661,FBXO2,420,0.83260,244,-0.0926,154,-0.7507,243,-0.0642
ENSG00000132879,FBXO44,92,-0.2364,106,-0.0375,178,0.82113,91,-0.3007
ENSG00000116663,FBXO6,4,-2.1148,24,1.51546,9,-0.9637,9,-1.0971
ENSG00000116670,MAD2L2,53,0.94517,27,-0.2919,32,0.14123,27,-0.1873
ENSG00000177000,MTHFR,20,0.44587,16,0.11946,15,0.00087,12,-0.3870
ENSG00000011021,CLCN6,99,-0.0911,125,0.66830,35,-1.6723,86,-0.3816
ENSG00000116685,KIAA2013,43,0.18592,40,0.23301,27,-0.5235,34,-0.2008
ENSG00000083444,PLOD1,27,0.01713,30,0.51322,15,-0.8261,21,-0.4103
ENSG00000116688,MFN2,105,-0.3753,138,0.10683,109,-0.3194,143,0.11607
ENSG00000116691,MIIP,6,-1.6087,14,-0.5917,29,0.82170,25,0.69842
ENSG00000048707,VPS13D,26,-0.9143,48,-0.0257,53,0.14225,55,0.24958
ENSG00000162496,DHRS3,3,-2.7128,26,0.46395,16,-0.5431,24,0.14102
ENSG00000162493,PDPN,16,0.03882,15,-0.1397,6,-1.4647,21,0.51792
ENSG00000116731,PRDM2,15,-1.0562,27,-0.4888,63,1.15774,36,0.29380
ENSG00000189337,KAZN,12,-2.3569,60,0.03712,72,0.28982,70,0.31393
ENSG00000142634,EFHD2,34,-0.0762,45,0.96735,8,-2.1361,24,-0.7239
ENSG00000116138,DNAJC16,26,-0.0693,31,0.46108,25,-0.1324,20,-0.5514
ENSG00000197312,DDI2,10,-0.7366,21,0.89819,16,-0.0509,9,-0.9788
ENSG00000116786,PLEKHM2,29,-0.7148,42,-0.2992,61,0.44464,56,0.39810
ENSG00000065526,SPEN,9,-2.1337,43,0.33317,37,-0.0991,42,0.10063
ENSG00000116809,ZBTB17,8,-0.9489,14,-0.4828,9,-0.9382,27,1.05563
ENSG00000185519,FAM131C,63,1.61993,21,-0.4201,5,-2.3220,24,0.01868
ENSG00000037637,FBXO42,22,-0.2955,32,0.74967,20,-0.4461,18,-0.7372
ENSG00000055070,SZRD1,30,-0.1574,27,-0.6045,35,0.12169,47,0.72512
ENSG00000157191,NECAP2,18,0.14877,16,-0.1350,13,-0.3247,18,0.22494
ENSG00000219481,NBPF1,33,0.76496,25,0.67632,4,-2.4061,13,-0.8264
ENSG00000058453,CROCC,2,-2.4184,17,0.91218,15,0.14617,9,-0.7334
ENSG00000159363,ATP13A2,279,0.66452,202,0.32745,78,-1.3104,149,-0.4020
ENSG00000117118,SDHB,72,-0.2592,81,-0.1711,100,0.26286,94,0.19950
ENSG00000117115,PADI2,34,-0.6376,30,-1.4793,19,-1.5080,121,2.04797
ENSG00000179051,RCC2,20,-0.4618,32,0.73193,16,-0.7735,20,-0.5227
ENSG00000074964,ARHGEF10L,43,0.09826,44,0.31895,15,-1.4919,39,-0.0456
ENSG00000117154,IGSF21,13,-1.5062,41,0.57326,13,-1.4487,37,0.08429
ENSG00000159423,ALDH4A1,7,-1.9127,20,-0.7449,41,0.72395,41,0.94401
ENSG00000127463,EMC1,49,0.04269,52,0.37490,34,-0.5303,40,-0.3235
ENSG00000053372,MRTO4,32,-0.0824,40,0.56021,30,-0.2168,24,-0.6548
ENSG00000053371,AKR7A2,86,0.43971,64,-0.0469,38,-0.8204,69,0.11962
ENSG00000077549,CAPZB,167,-0.1204,188,0.15442,158,-0.2103,174,-0.0710
ENSG00000173436,MICOS10,244,-0.2114,300,0.26526,176,-0.7125,276,-0.0199
ENSG00000158747,NBL1,216,0.65806,136,-0.1833,118,-0.2967,145,0.02670
ENSG00000169914,OTUD3,13,-0.3236,16,0.04114,23,0.56469,14,-0.2117
