NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
VERHAAK_GLIOBLASTOMA_PRONEURAL	VERHAAK_GLIOBLASTOMA_PRONEURAL	Details ...	163	-0.49629095	-2.043909	0.0	0.012925505	0.03	4136	tags=53%, list=30%, signal=74%	
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	Details ...	376	-0.44980684	-1.9896451	0.0	0.016745936	0.079	3888	tags=55%, list=28%, signal=74%	
LEIN_NEURON_MARKERS	LEIN_NEURON_MARKERS	Details ...	69	-0.54527813	-1.9804944	0.0	0.0132617615	0.094	4588	tags=77%, list=33%, signal=114%	
REACTOME_NEURONAL_SYSTEM	REACTOME_NEURONAL_SYSTEM	Details ...	335	-0.44099426	-1.953662	0.0	0.016228175	0.152	5115	tags=59%, list=37%, signal=91%	
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	Details ...	84	-0.48830044	-1.8636258	0.0	0.0613483	0.521	4752	tags=61%, list=34%, signal=92%	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	Details ...	30	-0.6035516	-1.8560773	0.0	0.05776975	0.562	1727	tags=43%, list=12%, signal=49%	
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	Details ...	24	-0.6299198	-1.849512	0.0	0.05491623	0.597	1135	tags=33%, list=8%, signal=36%	
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	Details ...	32	-0.5875184	-1.8473784	0.0013793104	0.04930573	0.604	4238	tags=69%, list=31%, signal=99%	
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	Details ...	303	-0.4191948	-1.8248155	0.0	0.061716132	0.735	4528	tags=62%, list=33%, signal=90%	
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	Details ...	230	-0.4089142	-1.7523546	0.0	0.15877858	0.98	3310	tags=47%, list=24%, signal=61%	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	Details ...	28	-0.56462127	-1.739133	0.0028612304	0.17201093	0.988	2133	tags=29%, list=15%, signal=34%	
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	Details ...	222	-0.40418404	-1.7187251	0.0	0.20736659	0.996	5091	tags=56%, list=37%, signal=88%	
REACTOME_POTASSIUM_CHANNELS	REACTOME_POTASSIUM_CHANNELS	Details ...	75	-0.46708757	-1.7005837	0.0012515645	0.24381052	1.0	2009	tags=37%, list=14%, signal=43%	
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	Details ...	21	-0.58912677	-1.6978414	0.0027816412	0.2346864	1.0	2117	tags=43%, list=15%, signal=50%	
