NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CCBE1	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]	80	2.102130889892578	0.008480921	No	
row_1	NR2F2	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	136	1.869005560874939	0.017199488	No	
row_2	LAMB1	laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]	183	1.6903356313705444	0.025357965	No	
row_3	CCDC3	coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]	297	1.4330921173095703	0.026869008	No	
row_4	SLIT3	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	319	1.4039199352264404	0.034901984	No	
row_5	THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	333	1.3688743114471436	0.04328055	No	
row_6	IGFBP5	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	501	1.1781874895095825	0.039109763	No	
row_7	ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	585	1.1162636280059814	0.04065331	No	
row_8	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	629	1.0803358554840088	0.044874083	No	
row_9	GPX3	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	1036	0.8483604788780212	0.020996409	No	
row_10	SFRP1	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	1058	0.836885929107666	0.025165312	No	
row_11	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]	1189	0.7782335877418518	0.02097193	No	
row_12	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]	1203	0.7730900645256042	0.025290506	No	
row_13	ANK3	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]	1274	0.7460927963256836	0.025261182	No	
row_14	TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	1324	0.7290579080581665	0.026649851	No	
row_15	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	1467	0.6854992508888245	0.020947913	No	
row_16	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	1787	0.5989691019058228	0.0017262225	No	
row_17	RGS4	regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]	1839	0.5891930460929871	0.002015676	No	
row_18	KAZN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]	1896	0.5765978693962097	0.0018540425	No	
row_19	EGR1	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]	1913	0.5737777352333069	0.0045952452	No	
