NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	Details ...	153	0.7349377	3.517207	0.0	0.0	0.0	1147	tags=56%, list=8%, signal=61%	
LEIN_OLIGODENDROCYTE_MARKERS	LEIN_OLIGODENDROCYTE_MARKERS	Details ...	74	0.8543463	3.4976285	0.0	0.0	0.0	951	tags=73%, list=7%, signal=78%	
LU_AGING_BRAIN_UP	LU_AGING_BRAIN_UP	Details ...	258	0.63757735	3.2084785	0.0	0.0	0.0	2246	tags=53%, list=16%, signal=62%	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	85	0.62223685	2.6943579	0.0	0.0	0.0	4319	tags=76%, list=31%, signal=110%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	Details ...	87	0.5925581	2.5777035	0.0	0.0	0.0	4319	tags=78%, list=31%, signal=113%	
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	Details ...	33	0.71526337	2.5489495	0.0	0.0	0.0	773	tags=45%, list=6%, signal=48%	
LE_EGR2_TARGETS_DN	LE_EGR2_TARGETS_DN	Details ...	99	0.5768652	2.5399642	0.0	0.0	0.0	892	tags=33%, list=6%, signal=35%	
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	Details ...	23	0.7618454	2.5159702	0.0	0.0	0.0	1146	tags=57%, list=8%, signal=62%	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	Details ...	91	0.5773127	2.5079212	0.0	0.0	0.0	4319	tags=76%, list=31%, signal=109%	
DEMAGALHAES_AGING_UP	DEMAGALHAES_AGING_UP	Details ...	49	0.654752	2.5029972	0.0	0.0	0.0	2343	tags=55%, list=17%, signal=66%	
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	Details ...	36	0.6728574	2.4188335	0.0	2.2802611E-4	0.001	4363	tags=89%, list=31%, signal=129%	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	Details ...	116	0.53035426	2.3814268	0.0	2.0902394E-4	0.001	4319	tags=69%, list=31%, signal=99%	
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA	WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA	Details ...	50	0.5844643	2.3251338	0.0	0.0013147272	0.007	2612	tags=56%, list=19%, signal=69%	
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	Details ...	98	0.5134791	2.2850883	0.0	0.001737532	0.01	4319	tags=71%, list=31%, signal=103%	
WILENSKY_RESPONSE_TO_DARAPLADIB	WILENSKY_RESPONSE_TO_DARAPLADIB	Details ...	22	0.70589554	2.2807353	0.0	0.0016216965	0.01	2045	tags=55%, list=15%, signal=64%	
LEIN_ASTROCYTE_MARKERS	LEIN_ASTROCYTE_MARKERS	Details ...	38	0.597882	2.1872094	0.0	0.0059299455	0.038	2755	tags=58%, list=20%, signal=72%	
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	110	0.49103013	2.1843047	0.0	0.0057270587	0.039	4319	tags=65%, list=31%, signal=93%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	Details ...	50	0.5271998	2.0982559	0.0	0.01589958	0.114	2537	tags=60%, list=18%, signal=73%	
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	Details ...	27	0.62896454	2.0965202	0.0	0.015333325	0.116	393	tags=22%, list=3%, signal=23%	
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	Details ...	50	0.52772194	2.0811725	0.0	0.016881343	0.132	3338	tags=60%, list=24%, signal=79%	
