NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
LINC01549	1	LINC01549	
DNAH17-AS1	1	DNAH17-AS1	
SLC5A11	1	SLC5A11	
HAGLR	1	HAGLR	
KLK6	1	KLK6	
CARNS1	1	CARNS1	
GJB1	1	GJB1	
LINC01445	1	LINC01445	
HAPLN2	1	HAPLN2	
UGT8	1	UGT8	
PCSK6	1	PCSK6	
ERMN	1	ERMN	
ZNF488	1	ZNF488	
MOG	1	MOG	
LDB3	1	LDB3	
ANLN	1	ANLN	
DNAH17	1	DNAH17	
PLP1	1	PLP1	
LRP2	1	LRP2	
LINC00323	1	LINC00323	
MAG	1	MAG	
FA2H	1	FA2H	
MOBP	1	MOBP	
ENPP6	1	ENPP6	
GALNT6	1	GALNT6	
SLC45A3	1	SLC45A3	
SEC14L5	1	SEC14L5	
PIEZO2	1	PIEZO2	
TF	1	TF	
USH1C	1	USH1C	
CCNE2	1	CCNE2	
ADAMTS4	1	ADAMTS4	
CLDN11	1	CLDN11	
GPIHBP1	1	GPIHBP1	
TMEM63A	1	TMEM63A	
NIPAL4	1	NIPAL4	
PPP1R14A	1	PPP1R14A	
LDLRAP1	1	LDLRAP1	
RASGRP3	1	RASGRP3	
FOLH1	1	FOLH1	
EVI2A	1	EVI2A	
ATP10B	1	ATP10B	
S1PR5	1	S1PR5	
MYRF	1	MYRF	
TSPAN15	1	TSPAN15	
TSPAN8	1	TSPAN8	
GPD1	1	GPD1	
TMEM125	1	TMEM125	
CAPN3	1	CAPN3	
ENPP2	1	ENPP2	
GJC2	1	GJC2	
CMTM5	1	CMTM5	
RAPGEF5	1	RAPGEF5	
CNDP1	1	CNDP1	
TRIM59	1	TRIM59	
ERBB3	1	ERBB3	
EMILIN2	1	EMILIN2	
GPR37	1	GPR37	
NINJ2	1	NINJ2	
RBP7	1	RBP7	
LTF	1	LTF	
TMEM144	1	TMEM144	
PLPP2	1	PLPP2	
PLEKHH1	1	PLEKHH1	
KANK4	1	KANK4	
HOXD1	1	HOXD1	
ELOVL1	1	ELOVL1	
MBP	1	MBP	
RHBDL2	1	RHBDL2	
