Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to13,Feature log2 fold change topic 2to13
ENSG00000228794,LINC01128,5,-2.2789,24,2.27890
ENSG00000187634,SAMD11,17,-0.6505,28,0.65057
ENSG00000188976,NOC2L,54,0.25945,45,-0.2594
ENSG00000188290,HES4,129,-0.4056,171,0.40565
ENSG00000187608,ISG15,32,-1.6420,102,1.64205
ENSG00000188157,AGRN,24,0.57059,16,-0.5705
ENSG00000078808,SDF4,120,-0.0551,125,0.05515
ENSG00000176022,B3GALT6,6,-3.0576,54,3.05767
ENSG00000160087,UBE2J2,45,-0.3669,59,0.36695
ENSG00000131584,ACAP3,51,-0.3147,63,0.31479
ENSG00000127054,INTS11,80,0.36421,62,-0.3642
ENSG00000107404,DVL1,45,-0.0698,47,0.06986
ENSG00000162576,MXRA8,69,1.42217,26,-1.4221
ENSG00000175756,AURKAIP1,211,0.41735,158,-0.4173
ENSG00000221978,CCNL2,25,-1.6054,77,1.60545
ENSG00000242485,MRPL20,109,-0.9248,208,0.92486
ENSG00000235098,ANKRD65,1,-3.5504,22,3.55046
ENSG00000179403,VWA1,66,0.59741,44,-0.5974
ENSG00000160072,ATAD3B,17,0.06264,16,-0.0626
ENSG00000197785,ATAD3A,21,0.15651,19,-0.1565
ENSG00000205090,TMEM240,5,-2.3054,25,2.30547
ENSG00000160075,SSU72,206,-0.0035,207,0.00354
ENSG00000228594,FNDC10,17,-2.3733,92,2.37337
ENSG00000272106,AL691432.2,24,-0.8200,42,0.82005
ENSG00000197530,MIB2,48,-0.2179,55,0.21798
ENSG00000189339,SLC35E2B,4,-1.8816,17,1.88163
ENSG00000215790,SLC35E2A,14,-0.8778,26,0.87788
ENSG00000008130,NADK,12,-1.4197,34,1.41971
ENSG00000078369,GNB1,236,-0.6796,378,0.67966
ENSG00000067606,PRKCZ,43,-1.8174,152,1.81742
ENSG00000162585,FAAP20,131,0.40502,99,-0.4050
ENSG00000157933,SKI,91,1.88754,24,-1.8875
ENSG00000157916,RER1,87,-0.2380,103,0.23808
ENSG00000157911,PEX10,42,0.24138,36,-0.2413
ENSG00000197921,HES5,5,-2.4139,30,2.41390
ENSG00000272449,AL139246.5,0,-7.6040,27,7.60406
ENSG00000157870,PRXL2B,35,-1.1145,77,1.11450
ENSG00000158109,TPRG1L,47,-1.9939,188,1.99397
ENSG00000116213,WRAP73,7,-1.0886,16,1.08860
ENSG00000130764,LRRC47,57,-0.8834,105,0.88340
ENSG00000116198,CEP104,12,-0.5192,17,0.51929
ENSG00000196581,AJAP1,3,-3.2790,31,3.27906
ENSG00000069424,KCNAB2,41,-0.6821,66,0.68211
ENSG00000116254,CHD5,33,-1.5999,100,1.59992
ENSG00000116251,RPL22,684,0.56550,462,-0.5655
ENSG00000116237,ICMT,37,-0.1385,41,0.13859
