Barcode,Cluster
aaaabcbm-1,19
aaabkghi-1,20
aaabllin-1,2
aaacmlpg-1,18
aaadpifm-1,6
aaaefffi-1,18
aaafhlbh-1,20
aaaganke-1,19
aaagheon-1,19
aaajnmpn-1,2
aaakkfbm-1,4
aaalhhcc-1,2
aaamhcli-1,10
aaankcdn-1,10
aaaoomdh-1,10
aaapapkm-1,10
aaapoipc-1,10
aabboaij-1,6
aabcdbnj-1,2
aabcoeeo-1,6
aabeheeo-1,4
aabeioea-1,2
aabgpacl-1,6
aabhamlk-1,6
aabjecfm-1,6
aabjialg-1,6
aabjmaim-1,10
aablnmhg-1,6
aablphnd-1,2
aabnpmkb-1,2
aabobedc-1,19
aaboghag-1,6
aabooglh-1,4
aabpcccb-1,18
aabpepna-1,4
aacbkipe-1,4
aacbmmap-1,4
aacbpbcp-1,4
aaccjffj-1,2
aaccjlap-1,6
aacdfgda-1,4
aacfcacm-1,10
aacjikki-1,18
aacjmkjn-1,6
aacjmnhc-1,2
aacjnpng-1,6
aaclkibj-1,2
aacmdodp-1,2
aacmfhak-1,20
aacmpaao-1,4
aacmpbfm-1,10
aacnidle-1,20
aacnmfdo-1,2
aacodogh-1,4
aacoeoij-1,10
aacpfpcg-1,10
aacpgnfm-1,20
aacpmjeb-1,10
aadahpna-1,10
aadbbmoo-1,6
aadbhhfe-1,10
aadbmffd-1,18
aaddoljn-1,10
aadegkaf-1,4
aadehfom-1,4
aadfkelg-1,20
aadgadkk-1,10
aadgkihn-1,6
aadgliap-1,10
aadhdhff-1,6
aadiadld-1,10
aadkhbdg-1,2
aadklhnc-1,10
aadlaapj-1,20
aadmdjhk-1,20
aadmeohd-1,6
aadnoble-1,20
aadoabmp-1,6
aadoecil-1,20
aadoheha-1,6
aadoihef-1,6
aadpobih-1,18
aadpppdj-1,10
aaebjija-1,6
aaeedmml-1,2
aaefakpm-1,10
aaefeekk-1,6
aaegjebb-1,2
aaeglgbk-1,10
aaekeeap-1,6
aaekjgei-1,6
aaemnmil-1,2
aafaiidg-1,2
aafdgedg-1,10
aafdnlon-1,6
aaffdegh-1,6
aafgacbe-1,10
aafhbgmc-1,6
aaflcnle-1,10
aafmckdi-1,6
aafnndgm-1,10
aafnodpc-1,10
aagaonpb-1,10
aagbmolj-1,10
aagcbegn-1,21
aagcmfdl-1,2
aagdhfaf-1,6
aagegkjd-1,19
aageoabj-1,10
aageojak-1,6
aagfgbhn-1,6
aagfkjcl-1,6
aaggpobp-1,6
aagifefe-1,10
aagjcbml-1,2
aaglohhp-1,10
aagmheia-1,6
aagndjip-1,2
aagnopmk-1,6
aagobihb-1,18
aagoncdc-1,6
aagpkdbf-1,6
aahbppah-1,6
aahdcnie-1,10
aahdddmn-1,6
aahdpnjk-1,10
aaheidbn-1,10
aahfhmhd-1,10
aahfmapa-1,3
aahgjppi-1,6
aahidkbj-1,6
aahiobbc-1,6
aahjfppp-1,2
aahjjdfi-1,6
aahnghkh-1,4
aaiaknbf-1,18
aaifilcc-1,2
aaifnpbf-1,6
aaikkakk-1,6
aainmcbe-1,10
aainmiic-1,2
aaipaoca-1,2
aajapaie-1,10
aajbheci-1,10
aajcoibl-1,6
aajdjjgc-1,10
aajegbig-1,6
aajegfjp-1,6
aajemjdd-1,6
aajfeikk-1,20
aajfifik-1,2
aajgjifo-1,2
aajgmmjp-1,2
aajifnao-1,19
aajjcoel-1,2
aajjfoil-1,2
aajlaomo-1,2
aajlbfnf-1,2
aajlfpop-1,2
aajlggah-1,2
aajminbk-1,2
aajmojnj-1,2
aajnlcaj-1,2
aajnnonl-1,19
aajpacki-1,19
aakaebbm-1,2
aakbikoo-1,19
aakcbjoc-1,19
aakcihjj-1,2
aakeingp-1,18
aakenjdl-1,18
aakgoodm-1,4
aakhpkkd-1,2
aakiadld-1,2
aakimbpc-1,2
aaklhfba-1,2
aakmfnid-1,6
aaknbphl-1,10
aaknccoa-1,6
aakoiobm-1,6
aakpiiea-1,4
aakpoidb-1,2
aalabjka-1,2
aalajjgm-1,6
aalcfgni-1,2
aalddodh-1,6
aaldgamk-1,4
aaldkpba-1,4
aaleelpf-1,6
aalefhie-1,6
aalfbdpp-1,10
aalgippi-1,19
aalgmdgl-1,6
aalgpldi-1,4
aalhfapl-1,6
aalihedf-1,2
aalijgph-1,10
aaljekja-1,6
aalkfloc-1,6
aalkmnmj-1,6
aallkfji-1,10
aalmfeli-1,6
aalnbfhi-1,10
aalogoke-1,20
aamacjdd-1,2
aamagfic-1,6
aamcfeeh-1,10
aamcocje-1,2
aamdnmdp-1,19
aamelaim-1,2
aamfchna-1,2
aamhomcg-1,6
aamidaak-1,10
aammhdgh-1,4
aammmakf-1,20
aamoicip-1,6
aamomkhl-1,20
aampmekb-1,6
aanbkgpf-1,10
aandakem-1,4
aandeiod-1,6
aanenamm-1,20
aanfnijh-1,6
aanghpjb-1,10
aanihjaf-1,21
aankddea-1,21
aanladoe-1,18
aanlfnek-1,2
aanliphg-1,6
aanmfggl-1,6
aanmijfj-1,10
aanmlkcp-1,20
aanniolm-1,2
aanpgmhj-1,18
aaoaahld-1,4
aaoalfjc-1,4
aaobgbog-1,4
aaoclbgm-1,10
aaodckik-1,4
aaodlmpe-1,10
aaoeplhl-1,18
aaohehkp-1,6
aaoikgml-1,10
aaoimbpc-1,2
aaoiofml-1,6
aaojpall-1,10
aaokobac-1,6
aaomapkk-1,10
aaomendo-1,21
aaomkogl-1,20
aaomngjb-1,10
aaonaojc-1,10
aaoohach-1,6
aapadfdf-1,10
aapcejjc-1,10
aapcmlcj-1,2
aapfgjob-1,2
aapgbpli-1,10
aapghbfg-1,10
aaphfcbe-1,6
aaphlkan-1,10
aaphndmd-1,10
aapilgfb-1,10
aapkpmpg-1,6
aaplkjfn-1,10
aapmoggb-1,10
aapngomj-1,2
aapobjdm-1,20
aappflbg-1,2
abaadebo-1,10
abaanikg-1,6
ababcfkg-1,2
abadhmkh-1,6
abafboig-1,10
abaggnie-1,6
abaghfpk-1,2
abagjdjb-1,20
abagnigc-1,2
abagnkcj-1,6
abajhhem-1,18
abambcia-1,6
abameceg-1,6
abamhkno-1,6
abaokbbo-1,6
abaokdoe-1,2
abaoljng-1,2
abapfbip-1,2
abbbpbjj-1,2
abbcalci-1,2
abbcchpc-1,2
abbebaeg-1,2
abbedoec-1,2
abbegbhe-1,19
abbekdfh-1,6
abbhjjkp-1,2
abbibphg-1,3
abbjnfbd-1,5
abbkghle-1,9
abblboie-1,10
abblnnmh-1,2
abbnfgia-1,2
abboklch-1,2
abbpicck-1,2
abbpjnol-1,2
abcamipk-1,2
abcaolde-1,2
abcckofo-1,19
abccohgd-1,2
abcdfabb-1,2
abcekkfj-1,9
abcfkpcp-1,3
abcgbjcc-1,7
abcgojfp-1,7
abcgpnkb-1,5
abckiohf-1,6
abckmlcd-1,7
abcmfehk-1,3
abdadilk-1,5
abdbhmef-1,11
abdbhnfh-1,2
abdcelfd-1,5
abdclfnj-1,3
abddfjng-1,5
abdgckpm-1,4
abdgdoef-1,2
abdgffkl-1,2
abdikgmf-1,2
abdjkehc-1,6
abdkhhbd-1,4
abdkkknf-1,2
abdnghpk-1,2
abdodfao-1,19
abdodhog-1,2
abdogpbp-1,4
abebailj-1,5
abebdfjm-1,9
abeblhla-1,2
abebniph-1,9
abecfabf-1,3
abeclkip-1,2
abedchfh-1,2
abeeeiik-1,11
abeefobm-1,2
abeejpei-1,2
abeflfeb-1,11
abegnlaj-1,2
abeijbfh-1,3
abekfdna-1,2
abekhbbb-1,2
abelchma-1,2
abemefpd-1,18
abenmkfj-1,2
abeoohpa-1,1
abepodpg-1,2
abfbfjki-1,5
abfbfpcb-1,9
abfcammm-1,9
abfdanam-1,7
abfebdfp-1,7
abfegcbn-1,3
abfehaod-1,2
abfekpkg-1,11
abffbpnc-1,19
abffnadp-1,7
abfhpbca-1,11
abfiecmn-1,7
abfjainb-1,7
abfkmcda-1,5
abflhapc-1,6
abfmbben-1,2
abfpikdo-1,4
abgackim-1,16
abgagpnc-1,4
abgahdok-1,16
abgcapik-1,2
