NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MANNO_MIDBRAIN_NEUROTYPES_HSERT	MANNO_MIDBRAIN_NEUROTYPES_HSERT	Details ...	428	0.7154404	3.1548386	0.0	0.0	0.0	2193	tags=64%, list=16%, signal=74%	
MANNO_MIDBRAIN_NEUROTYPES_HDA2	MANNO_MIDBRAIN_NEUROTYPES_HDA2	Details ...	472	0.65683293	2.9160688	0.0	0.0	0.0	2273	tags=57%, list=16%, signal=65%	
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	Details ...	121	0.7389895	2.857997	0.0	0.0	0.0	2362	tags=66%, list=17%, signal=79%	
CAHOY_NEURONAL	CAHOY_NEURONAL	Details ...	93	0.7596351	2.8077817	0.0	0.0	0.0	1422	tags=68%, list=10%, signal=75%	
MANNO_MIDBRAIN_NEUROTYPES_HOMTN	MANNO_MIDBRAIN_NEUROTYPES_HOMTN	Details ...	355	0.6395981	2.793892	0.0	0.0	0.0	2621	tags=59%, list=19%, signal=71%	
MANNO_MIDBRAIN_NEUROTYPES_HDA	MANNO_MIDBRAIN_NEUROTYPES_HDA	Details ...	457	0.6272631	2.7803457	0.0	0.0	0.0	2404	tags=54%, list=17%, signal=64%	
GOCC_SYNAPTIC_MEMBRANE	GOCC_SYNAPTIC_MEMBRANE	Details ...	340	0.6403642	2.7756283	0.0	0.0	0.0	2103	tags=50%, list=15%, signal=58%	
GOCC_POSTSYNAPTIC_MEMBRANE	GOCC_POSTSYNAPTIC_MEMBRANE	Details ...	241	0.6598877	2.7751796	0.0	0.0	0.0	2103	tags=52%, list=15%, signal=61%	
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	Details ...	99	0.7334895	2.751112	0.0	0.0	0.0	2362	tags=66%, list=17%, signal=79%	
MANNO_MIDBRAIN_NEUROTYPES_HNBML5	MANNO_MIDBRAIN_NEUROTYPES_HNBML5	Details ...	433	0.6182857	2.725754	0.0	0.0	0.0	2499	tags=54%, list=18%, signal=63%	
MANNO_MIDBRAIN_NEUROTYPES_HRN	MANNO_MIDBRAIN_NEUROTYPES_HRN	Details ...	311	0.63058144	2.7055886	0.0	0.0	0.0	2398	tags=56%, list=17%, signal=66%	
REACTOME_NEURONAL_SYSTEM	REACTOME_NEURONAL_SYSTEM	Details ...	335	0.621099	2.6862185	0.0	0.0	0.0	2344	tags=55%, list=17%, signal=65%	
GOCC_POSTSYNAPTIC_SPECIALIZATION	GOCC_POSTSYNAPTIC_SPECIALIZATION	Details ...	350	0.616213	2.6770678	0.0	0.0	0.0	2686	tags=51%, list=19%, signal=61%	
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	Details ...	303	0.620188	2.6592584	0.0	0.0	0.0	1623	tags=49%, list=12%, signal=54%	
GOCC_NEURON_TO_NEURON_SYNAPSE	GOCC_NEURON_TO_NEURON_SYNAPSE	Details ...	368	0.6092833	2.6492274	0.0	0.0	0.0	2686	tags=51%, list=19%, signal=61%	
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	Details ...	60	0.749493	2.5879827	0.0	0.0	0.0	2094	tags=73%, list=15%, signal=86%	
GOCC_ION_CHANNEL_COMPLEX	GOCC_ION_CHANNEL_COMPLEX	Details ...	205	0.62834567	2.5830915	0.0	0.0	0.0	1671	tags=49%, list=12%, signal=55%	
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	Details ...	376	0.58429223	2.5500398	0.0	0.0	0.0	1910	tags=51%, list=14%, signal=58%	
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	MANNO_MIDBRAIN_NEUROTYPES_HNBML1	Details ...	300	0.59158194	2.5435169	0.0	0.0	0.0	2401	tags=52%, list=17%, signal=62%	
GOCC_GLUTAMATERGIC_SYNAPSE	GOCC_GLUTAMATERGIC_SYNAPSE	Details ...	385	0.5810286	2.5408406	0.0	0.0	0.0	2362	tags=43%, list=17%, signal=51%	
HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL	HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL		354	0.5842754	2.540767	0.0	0.0	0.0	2558	tags=55%, list=18%, signal=66%	
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION		166	0.6319302	2.5403993	0.0	0.0	0.0	2495	tags=57%, list=18%, signal=69%	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL		111	0.6626273	2.5397289	0.0	0.0	0.0	2819	tags=67%, list=20%, signal=83%	
