NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MANNO_MIDBRAIN_NEUROTYPES_HSERT	MANNO_MIDBRAIN_NEUROTYPES_HSERT	Details ...	428	0.71192276	2.9018848	0.0	0.0	0.0	2568	tags=67%, list=19%, signal=80%	
MANNO_MIDBRAIN_NEUROTYPES_HNBML5	MANNO_MIDBRAIN_NEUROTYPES_HNBML5	Details ...	433	0.6765075	2.7584226	0.0	0.0	0.0	2269	tags=57%, list=16%, signal=66%	
MANNO_MIDBRAIN_NEUROTYPES_HDA2	MANNO_MIDBRAIN_NEUROTYPES_HDA2	Details ...	472	0.6635007	2.733958	0.0	0.0	0.0	2601	tags=60%, list=19%, signal=72%	
MANNO_MIDBRAIN_NEUROTYPES_HDA	MANNO_MIDBRAIN_NEUROTYPES_HDA	Details ...	457	0.65023524	2.6730225	0.0	0.0	0.0	2568	tags=58%, list=19%, signal=68%	
MANNO_MIDBRAIN_NEUROTYPES_HRN	MANNO_MIDBRAIN_NEUROTYPES_HRN	Details ...	311	0.65561676	2.630709	0.0	0.0	0.0	2601	tags=61%, list=19%, signal=73%	
GOCC_SYNAPTIC_MEMBRANE	GOCC_SYNAPTIC_MEMBRANE	Details ...	340	0.6440045	2.6101904	0.0	0.0	0.0	2315	tags=50%, list=17%, signal=59%	
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	MANNO_MIDBRAIN_NEUROTYPES_HNBML1	Details ...	300	0.6489212	2.606602	0.0	0.0	0.0	2358	tags=56%, list=17%, signal=66%	
CAHOY_NEURONAL	CAHOY_NEURONAL	Details ...	93	0.7307192	2.6050663	0.0	0.0	0.0	1947	tags=67%, list=14%, signal=77%	
GOCC_POSTSYNAPTIC_MEMBRANE	GOCC_POSTSYNAPTIC_MEMBRANE	Details ...	241	0.6580551	2.5785031	0.0	0.0	0.0	2268	tags=52%, list=16%, signal=61%	
MANNO_MIDBRAIN_NEUROTYPES_HOMTN	MANNO_MIDBRAIN_NEUROTYPES_HOMTN	Details ...	355	0.6383704	2.5730696	0.0	0.0	0.0	2643	tags=57%, list=19%, signal=69%	
GOMF_VOLTAGE_GATED_MONOATOMIC_CATION_CHANNEL_ACTIVITY	GOMF_VOLTAGE_GATED_MONOATOMIC_CATION_CHANNEL_ACTIVITY	Details ...	99	0.71681684	2.5671206	0.0	0.0	0.0	1648	tags=58%, list=12%, signal=65%	
DESCARTES_FETAL_INTESTINE_ENS_NEURONS	DESCARTES_FETAL_INTESTINE_ENS_NEURONS	Details ...	125	0.68661624	2.5660384	0.0	0.0	0.0	2235	tags=62%, list=16%, signal=73%	
GOCC_CATION_CHANNEL_COMPLEX	GOCC_CATION_CHANNEL_COMPLEX	Details ...	131	0.6910207	2.5636115	0.0	0.0	0.0	2332	tags=60%, list=17%, signal=71%	
GOCC_ION_CHANNEL_COMPLEX	GOCC_ION_CHANNEL_COMPLEX	Details ...	205	0.65811026	2.560671	0.0	0.0	0.0	2332	tags=57%, list=17%, signal=67%	
