NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_MAIN_FETAL_CILIATED_EPITHELIAL_CELLS	DESCARTES_MAIN_FETAL_CILIATED_EPITHELIAL_CELLS	Details ...	429	0.6082053	2.741607	0.0	0.0	0.0	3512	tags=61%, list=25%, signal=79%	
DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	Details ...	295	0.6188572	2.7009726	0.0	0.0	0.0	2872	tags=59%, list=21%, signal=73%	
DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	Details ...	208	0.6329928	2.6830099	0.0	0.0	0.0	2862	tags=61%, list=21%, signal=76%	
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	Details ...	67	0.712238	2.5719156	0.0	0.0	0.0	970	tags=48%, list=7%, signal=51%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	Details ...	73	0.67850775	2.4864278	0.0	0.0	0.0	2603	tags=64%, list=19%, signal=79%	
DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	Details ...	78	0.66953427	2.482894	0.0	0.0	0.0	2294	tags=63%, list=17%, signal=75%	
DESCARTES_FETAL_HEART_VISCERAL_NEURONS	DESCARTES_FETAL_HEART_VISCERAL_NEURONS	Details ...	65	0.6865881	2.464689	0.0	0.0	0.0	1813	tags=57%, list=13%, signal=65%	
HE_LIM_SUN_FETAL_LUNG_C7_TM4SF4_POS_PENK_POS_NEURON_CELL	HE_LIM_SUN_FETAL_LUNG_C7_TM4SF4_POS_PENK_POS_NEURON_CELL	Details ...	109	0.61781466	2.4199362	0.0	0.0	0.0	1992	tags=50%, list=14%, signal=58%	
GOCC_AXONEME	GOCC_AXONEME	Details ...	128	0.6075068	2.4185271	0.0	0.0	0.0	2695	tags=55%, list=19%, signal=68%	
HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL	HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL	Details ...	354	0.54303926	2.4166539	0.0	0.0	0.0	3078	tags=50%, list=22%, signal=63%	
DESCARTES_FETAL_PANCREAS_ENS_NEURONS	DESCARTES_FETAL_PANCREAS_ENS_NEURONS	Details ...	124	0.60474545	2.4041307	0.0	0.0	0.0	2210	tags=50%, list=16%, signal=59%	
HP_FEMALE_INFERTILITY	HP_FEMALE_INFERTILITY	Details ...	46	0.71107394	2.3898761	0.0	0.0	0.0	2598	tags=65%, list=19%, signal=80%	
GOBP_CILIUM_MOVEMENT	GOBP_CILIUM_MOVEMENT	Details ...	125	0.59690607	2.3781173	0.0	0.0	0.0	2480	tags=53%, list=18%, signal=64%	
MANNO_MIDBRAIN_NEUROTYPES_HSERT	MANNO_MIDBRAIN_NEUROTYPES_HSERT	Details ...	428	0.52350837	2.3649035	0.0	0.0	0.0	2793	tags=47%, list=20%, signal=57%	
GAO_ESOPHAGUS_25W_C1_CILIATED_EPITHELIAL_CELLS	GAO_ESOPHAGUS_25W_C1_CILIATED_EPITHELIAL_CELLS	Details ...	352	0.52263194	2.3193157	0.0	0.0	0.0	2884	tags=48%, list=21%, signal=59%	
