Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000069431,ABCC9,0.43332607044826654,1.3089751481112284,0,0.11878490088646643,-1.1072095379642803,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019473525355447564,0.5161964742351427,1.2665052316197558,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026192649175667344,0.09339783617040298,-1.5657658765059155,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004209505339434471,0.1407864953002108,-0.8304847640459287,0.0000000000000000000000000000000000000000000000004617714333952967,0.14606408463158563,-0.8237906198183691,0.00000000000000000000000000000000000000000000000000000000000000000000000000007183127921341644,0.2101985181616883,-0.20410287767212898,0.0006569599254581143
ENSG00000123612,ACVR1C,0.36456975571350575,-1.1914638200337029,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013652371715627171,0.3404831252344844,-1.1690692487173202,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013746316891846517,0.25558371010320396,-1.5658421443496764,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004658726724791372,1.6333449339847985,1.7556169244233484,0,0.46121290181140484,-0.6874920141736502,0.00000000000000000000000000000000000000000000719070211128485,0.9642553738806084,0.5361285875570732,0.00000000000000000000000000000000000000000000000000011586279338787508,0.32623570918307276,-1.1974606091368891,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011596779213522984
ENSG00000151388,ADAMTS12,0.027717576052935712,-0.9624516535780581,0.000000000000000000000000000000014428193038573277,0.13931717961869763,1.9905505049435877,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019389852812422023,0.12734283237046493,1.6644951920723856,0.000000000000000000000000000000000000000000000000000000000000000000000000000061539286070312455,0.025099737471631422,-1.0779849867697475,0.000000000000000000000000000000009179586822848421,0.02773067331670819,-0.8326966448359023,0.00000000000680701577740984,0.018056881943439594,-1.5580803023574594,0.00000000000000000000000000000000000000000000000026571500988755655,0.03157733395008168,-0.6212871839052996,0.000002237073789776815
ENSG00000145536,ADAMTS16,0.008064380963677417,-1.0204785422100437,0.000000000017347495995405114,0.010958946317203158,-0.4198575022602755,0.03314001430960524,0.05298467637417088,2.2926774835693653,0.0000000000000000000000000000000000000000000000010779634621620245,0.012363668902940108,-0.2579304129382445,0.09067945121005504,0.008989613877394413,-0.7101679768737066,0.0015257727777238164,0.014034309233267407,-0.0314775143408772,0.8677051603672069,0.011033044392197214,-0.3849020146362596,0.11511441871591353
ENSG00000156140,ADAMTS3,0.0678602724054633,0.8307346475407349,0.00000000000000000000000000000000000036826929286697538,0.06751718650598729,0.6642717848527657,0.0000000000000039323129773569575,0.02334917941912615,-1.0187778065498954,0.0000000000000052402830236516185,0.03932540470332757,-0.26149685791155086,0.0008044214546412479,0.019502891123838725,-1.3029341796323823,0.000000000000000000000000625241142685201,0.04174536568112025,-0.15015198864048251,0.07421930818901676,0.02225631368770817,-1.0858348775577094,0.0000000000000012049104031373075
ENSG00000197381,ADARB1,0.2795054705855306,-0.8192046693752584,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017049007282654065,0.2414747136790627,-0.9489981904739193,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025064334278657022,0.5761859044350515,0.4320139802429458,0.0000000000000000000000043629045836456226,0.6499118966690083,0.7496160852099647,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000894326063819351,0.3413005946671777,-0.39946818657733396,0.000000000000000000013855294356912096,0.5942680750494378,0.541206945852444,0.000000000000000000000000000000000000000000000000000000000000000008893150628964111,0.36009574197291944,-0.3094315923210291,0.00000000006458225897898386
ENSG00000141433,ADCYAP1,0.2042976510798279,-1.213945299388787,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003955146427527218,0.03023157604745699,-3.912666529800884,0,0.11530902451599222,-1.9062705397126951,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003275126867786985,0.17271896497541028,-1.4289081992150858,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002077402766499445,0.33307281247430826,-0.3144074036834936,0.000000011819888138906058,1.5166886927442556,3.055152306511474,0,0.250716422567516,-0.742219830672352,0.0000000000000000000000000000001188139978784974
ENSG00000120907,ADRA1A,0.8989694009065292,1.2351902296811883,0,0.10114981485878319,-2.485679401013262,0,0.24337029317627643,-1.1386372700881568,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019579580417558808,0.4208116222988651,-0.3451424841115489,0.00000000000000000000000009371368446784043,0.4452144364363809,-0.22081307838311492,0.0000006589595449015515,0.4899493560989724,-0.07480671512546999,0.03375397090290637,0.5438529985739972,0.09595925026299579,0.048626768810446246
ENSG00000170214,ADRA1B,0.0384103478492191,-1.2423404640056095,0.00000000000000000000000000000000000000000000000000000000000000000000000006750238947611253,0.07406736131626963,-0.07805453429998543,0.3520797680480298,0.07022714732983326,-0.15711770203327724,0.10878309911477868,0.1911899883966702,1.9582497634611986,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007198121717691921,0.04616700008221198,-0.81109660037994,0.00000000000000018956630703643932,0.03361082975610538,-1.3636000440166822,0.0000000000000000000000000000000000000000000000000000000000038004490627220444,0.060681744157084674,-0.3812455631628291,0.0002256287404220336
ENSG00000159723,AGRP,0.027956520674081713,-1.8077257090873582,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008191437960023962,0.038545259460507665,-1.1555870365102012,0.0000000000000000000000000000009785386210029883,0.011135762492198626,-2.9394959585596694,0.000000000000000000000000000000000000000000000000000000000000000000000000000012213091010959784,0.3121453998326626,3.822699874752401,0,0.022397851525033537,-1.9449855879593465,0.00000000000000000000000000000000000000000000000000000030863810095360536,0.005899773308252541,-3.995287283989421,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006963860029543761,0.023778112914218132,-1.8321103429190626,0.000000000000000000000000000000000000000034566598720703044
