Barcode,Cluster
aaaabecp-1,6
aaaadbcj-1,6
aaabklfa-1,6
aaacgbad-1,6
aaacmddf-1,6
aaadbjgj-1,6
aaadfkbh-1,6
aaaebeec-1,6
aaafmopb-1,6
aaahheih-1,6
aaahhlfb-1,6
aaaicojo-1,6
aaaidbmi-1,6
aaaiepfl-1,6
aaakmojh-1,6
aaalhcif-1,6
aaalnalc-1,6
aaamcmbp-1,6
aaamegfm-1,5
aaanoaia-1,6
aaaodiop-1,6
aaaopeop-1,6
aaapbpfd-1,6
aaapngoa-1,6
aabapopp-1,6
aabbhodm-1,6
aabbnmmj-1,6
aabckeod-1,6
aabdhhbf-1,6
aabdlmab-1,6
aabeknim-1,6
aabfcbeh-1,6
aabfilki-1,6
aabflpki-1,6
aabhjoec-1,6
aabieelk-1,6
aabijohe-1,6
aabipggl-1,6
aabkaoke-1,6
aabkbjdg-1,6
aabkklpe-1,6
aabneail-1,6
aabnfmfg-1,6
aabnkaie-1,6
aabnooed-1,6
aabobknk-1,6
aabogemb-1,6
aaboikhd-1,6
aacacppo-1,6
aaccfilg-1,6
aacdlhen-1,6
aaceldle-1,6
aacfojff-1,6
aaclckfl-1,6
aaclfgkf-1,6
aacmolad-1,6
aacnepgp-1,6
aacohlid-1,5
aacpcfkb-1,18
aadajija-1,5
aadbalin-1,5
aadbmgfl-1,5
aadbnnmd-1,5
aadchloc-1,5
aadcljge-1,5
aaddpofi-1,5
aadfdeib-1,5
aadfgmfo-1,5
aadfhbja-1,6
aadgaflp-1,5
aadgdmhe-1,6
aadgihbn-1,6
aadhbodd-1,6
aadilpee-1,6
aadklbhm-1,6
aadmcpgj-1,6
aadmicla-1,5
aadnlfaf-1,6
aadolefb-1,6
aadoobdp-1,6
aadpccfd-1,6
aadpioij-1,5
aadpldnc-1,6
aaeaafbl-1,6
aaeacajo-1,6
aaebekle-1,6
aaeddbmk-1,6
aaedjmmf-1,6
aaeefhnd-1,6
aaefcmnc-1,6
aaefcpfp-1,6
aaefnoaa-1,6
aaegnidn-1,5
aaeibfck-1,6
aaeihnoo-1,6
aaejcmnj-1,6
aaejgoma-1,22
aaekmmhn-1,6
aaelbcdf-1,6
aaelbmjd-1,6
aaelfhmg-1,6
aaelkceb-1,6
aaenjdkf-1,6
aaeoachn-1,6
aaeoajfc-1,6
aaepkega-1,6
aafalfmj-1,6
aafbbnoo-1,6
aafcekfi-1,6
aafcjnbb-1,6
aaffjnel-1,6
aafgdkib-1,6
aafgfmad-1,6
aafgpfpa-1,6
aafhbifm-1,6
aafiaolj-1,6
aafiighh-1,6
aafinafn-1,6
aafkioaf-1,6
aafmlfan-1,6
aafnbnic-1,6
aafnleio-1,6
aafnnjhb-1,6
aafoioeh-1,6
aafomool-1,6
aafpikid-1,6
aafpmklb-1,6
aagbahoi-1,6
aagbppha-1,6
aagdbndc-1,6
aagdmmoe-1,6
aageikfe-1,6
aagenejn-1,6
aagenfin-1,6
aagfdmon-1,6
aagfmahl-1,6
aaggdmkc-1,6
aaghffgo-1,6
aagildhh-1,6
aagjhnak-1,6
aagjljha-1,6
aagkdgeg-1,6
aagkhfgn-1,6
aagnnmii-1,6
aagpdfca-1,6
aagpkmla-1,6
aahamhdk-1,6
aahanlme-1,6
aahcgopa-1,6
aahembnm-1,6
aahfahjb-1,6
aahfcock-1,6
aahfjgnj-1,6
aahfloal-1,5
aahfnobb-1,6
aahfpikb-1,6
aahgjmpm-1,6
aahgjpma-1,6
aahgmold-1,6
aahhckhd-1,6
aahhnpan-1,6
aahhpalk-1,6
aahjdphk-1,6
aahkijdl-1,5
aahkjfig-1,6
aahlionk-1,6
aahlpcnc-1,6
aahnaohk-1,6
aahnhbpl-1,6
aahpmnhk-1,6
aaiagdbk-1,6
aaiamplm-1,6
aaibecgn-1,6
aaidkcjh-1,6
aaihfpgj-1,6
aaiifhod-1,6
aaiihkpc-1,6
aaijbcgf-1,6
aaikfdgi-1,6
aaikndnp-1,6
aaiknffd-1,6
aailhbod-1,6
aailjicb-1,6
aainlabk-1,13
aaionlfk-1,6
aaipfamb-1,6
aaipppjh-1,6
aajalgcn-1,6
aajbkfdo-1,6
aajcogfd-1,6
aajffgka-1,6
aajgmame-1,6
aajgmjpl-1,6
aajhccbp-1,6
aajhhkna-1,6
aajhjogi-1,6
aajngjim-1,6
aajngpnm-1,6
aajomkhj-1,6
aajpakee-1,6
aajpjdao-1,6
aakbcdai-1,6
aakblbfg-1,6
aakcfmld-1,6
aakcnkfj-1,6
aakdepcd-1,6
aakebhoe-1,6
aakehacp-1,6
aakejmie-1,6
aakekejl-1,6
aakfljjf-1,6
aakgpjpn-1,6
aakiajmg-1,6
aakimadg-1,6
aakjflnk-1,6
aakkekcj-1,13
aakljjjd-1,6
aakmjeeo-1,6
aakmohap-1,6
aakofopl-1,6
aakogaml-1,6
aakoghon-1,6
aakphmdc-1,6
aakpmfla-1,6
aalbnpen-1,6
aalcemac-1,6
aalcnjki-1,6
aalelheo-1,6
aalemhcg-1,6
aalfdfpn-1,6
aalhicpm-1,6
aalhlidc-1,6
aalingdo-1,6
aalkhgdm-1,6
aallfdke-1,6
aallkfhf-1,10
aalmbonp-1,6
aalngikj-1,6
aalnhmge-1,6
aalnkhfa-1,6
aalpcjfh-1,6
aamapdhl-1,6
aamdcobm-1,6
aamddfbd-1,6
aamdkbnp-1,6
aamfdnmo-1,6
aamfjlie-1,6
aamfpdjj-1,6
aamgbnla-1,6
aamgfclp-1,6
aamgkhja-1,6
aamhaegf-1,6
aamhbddc-1,6
aamigodj-1,6
aamjepec-1,6
aamkdaph-1,6
aamkmlbm-1,6
aamkpokg-1,6
aamnifib-1,6
aamnigpg-1,4
aamnohkh-1,6
aamokcjh-1,6
aampbejm-1,6
aampdioa-1,6
aampgjdc-1,6
aanbihhd-1,6
aancmhbb-1,6
aanebcpj-1,6
aanfdemo-1,6
aanhhpek-1,13
aanibkpc-1,6
aanigpnc-1,18
aanipcge-1,5
aanjagoa-1,5
aanjajnn-1,5
aanjdcaj-1,9
aanlhonk-1,5
aanpahin-1,18
aanpihlc-1,5
aanpjboe-1,5
aanpobpk-1,26
aaoachgo-1,5
aaobpieh-1,5
aaoeabbd-1,5
aaofegic-1,5
aaogleej-1,5
aaohebpd-1,18
aaohenmf-1,5
aaojghck-1,5
aaojglib-1,5
