Barcode,Cluster
aaaangie-1,1
aaabebma-1,1
aaabjjje-1,7
aaablaee-1,5
aaaboomc-1,7
aaaecifk-1,5
aaaehamd-1,7
aaafaede-1,7
aaafoeka-1,5
aaagbfkc-1,7
aaahjigg-1,3
aaaicamo-1,6
aaaknkin-1,3
aaamiikk-1,4
aaanhdni-1,3
aaaniojk-1,6
aaaoopni-1,6
aaapaabd-1,5
aaapggob-1,7
aabhcogi-1,4
aabindad-1,1
aabjekdk-1,4
aabjfbho-1,5
aabjpadf-1,4
aabkanch-1,4
aablenid-1,6
aabmdhof-1,7
aabnfghl-1,7
aacadake-1,4
aacaofnc-1,7
aacbcmfc-1,1
aacbdckn-1,6
aacbfbkm-1,5
aacbjiph-1,4
aaccjljl-1,7
aacdgpob-1,1
aacecjib-1,5
aaceobml-1,3
aacfglbh-1,7
aacgefmg-1,1
aaciopbn-1,1
aackcnoj-1,5
aacklpom-1,1
aaclbcjg-1,1
aacmkknn-1,6
aacodmoc-1,4
aacpaffm-1,1
aacpkieh-1,1
aadacpof-1,7
aadakkce-1,7
aaddjlbm-1,1
aadfhlog-1,1
aadgdapg-1,7
aadgfpjb-1,1
aadhkfeh-1,1
aadhpbkk-1,6
aadilcio-1,6
aadiopgg-1,7
aadjjlok-1,1
aadmflib-1,7
aadnkckc-1,7
aadnmjlg-1,7
aadnmppb-1,4
aaebjobf-1,7
aaecficc-1,1
aaedbopn-1,7
aaeelceo-1,1
aaeflpgo-1,6
aaefojff-1,4
aaegcmnc-1,6
aaeigiod-1,6
aaeihfgb-1,6
aaeijhmi-1,1
aaejfpde-1,5
aaeklojj-1,5
aaekmlbb-1,7
aaemddpe-1,7
aaeokmnp-1,1
aafagdck-1,7
aafanjli-1,1
aafccceb-1,4
aafcpgjb-1,7
aafcpici-1,1
aafdpecl-1,3
aafejnld-1,4
aafgallm-1,4
aafhjpcj-1,4
aafhmnoj-1,1
aafjeljc-1,4
aafjijhp-1,4
aafkcbob-1,4
aafpgkjf-1,7
aagbdegm-1,4
aagbkgap-1,1
aagdkiak-1,4
aageahcc-1,6
aagfnobb-1,5
aaggegoa-1,4
aaggmnfo-1,4
aaghamhg-1,1
aaghlbea-1,1
aagielec-1,4
aagjbemb-1,4
aaglchnk-1,4
aaglobjf-1,1
aagmibma-1,7
aagnoeif-1,4
aagobhli-1,7
aagpgjia-1,1
aagpgnfe-1,7
aahabpmm-1,6
aahbiefa-1,8
aahbkjmm-1,8
aahceemh-1,8
aahckido-1,1
aahdeppp-1,8
aahfdmfk-1,8
aahfgcip-1,4
aahfjlbh-1,8
aahgfdpd-1,8
aahifkgm-1,8
aahioggl-1,8
aahmkkpm-1,8
aahnoeoo-1,1
aahoddjh-1,8
aahoefbe-1,1
aahpkekb-1,8
aaiablgk-1,8
aaiaijgc-1,8
aaiaoddd-1,1
aaibkelm-1,4
aaibkjni-1,4
aaibljna-1,4
aaicjfam-1,8
aaicpphg-1,8
aaidfcab-1,8
aaidffmo-1,8
aaighmif-1,8
aaihkmci-1,8
aaijmadk-1,8
aaikhlig-1,8
aailobcj-1,1
aailoekc-1,8
aaiojcnn-1,8
aaiomdcn-1,8
aajaegoo-1,1
aajaelhn-1,1
aajafjil-1,1
aajapook-1,4
aajbdcbk-1,4
aajbiale-1,6
aajblefc-1,4
aajcabki-1,4
aajcaoaa-1,4
aajdkbeb-1,1
aajdlmgo-1,4
aajiokge-1,1
aajjfoif-1,1
aajmalgp-1,1
aajmhcdi-1,3
aajojfdg-1,4
aajpechj-1,5
aakaanod-1,4
aakcgpnn-1,6
aakcmhkb-1,4
aakdfjlb-1,4
aakdienk-1,1
aakdjlha-1,4
aakfmfee-1,4
aakglojc-1,4
aakhifoc-1,6
aakjdeag-1,1
aakjjlcm-1,4
aakkddab-1,5
aaklpelj-1,4
aakmbjjb-1,5
aakokdcd-1,4
aalahjjc-1,4
aalajgil-1,4
aalbgjgj-1,1
aalbpeni-1,6
aalckhof-1,4
aalekgfe-1,4
aalekmlg-1,4
aalfeegh-1,3
aalggckf-1,4
aalglfnn-1,4
aaljaifj-1,1
aaljlboj-1,4
aaljmpdf-1,6
aalkfcni-1,4
aalkoaek-1,4
aallmlbf-1,8
aalmdjac-1,8
aalndool-1,8
aaloegek-1,8
aambcjjj-1,4
aambneop-1,8
aambpdcf-1,8
aamcbmkb-1,8
aamdoahn-1,1
aamifkkl-1,8
aamikjgd-1,8
aamkmfak-1,6
aamlgaec-1,8
aamlimid-1,8
aammdboi-1,8
aammfaoh-1,8
aammfeen-1,8
aamngeng-1,8
aampcijb-1,8
aampmehl-1,8
aanccokm-1,1
aanemjkp-1,8
aanfclaf-1,8
aanhelda-1,8
aanhfaco-1,8
aanjjhfg-1,8
aanklbek-1,1
aanklgcd-1,1
aannbhcd-1,1
aanndnnb-1,4
aanngeal-1,4
aanomaio-1,1
aaobmmbp-1,1
aaobpgjb-1,4
aaocinhg-1,4
aaofbicj-1,4
aaohpifm-1,4
aaoikabp-1,1
aaokikhj-1,4
aaolfekn-1,4
aaompppi-1,4
aaoocmkd-1,1
aapaclhk-1,6
aapakcjo-1,1
aapakiml-1,1
aapdcaio-1,1
aapdemml-1,4
aapebhim-1,4
aapgpgim-1,4
aaphbklh-1,5
aaphflpg-1,1
aaphijmk-1,4
aapkgefl-1,6
aaplplpb-1,1
aapmipdb-1,4
aapnacmf-1,4
aapoppck-1,4
aappdbjl-1,4
ababcikg-1,3
abablfam-1,3
abaebnaa-1,3
abaflgmd-1,4
abagkkjd-1,4
abagpdfh-1,1
abaioici-1,4
abaoeilp-1,6
abaojbcl-1,1
abapnhgn-1,1
abappegp-1,4
abbdkopo-1,4
abbfmcnf-1,4
abbgiadb-1,4
abbjlenf-1,4
abbkbcoo-1,4
abbkmgpm-1,4
abbkpgnc-1,4
abblkabf-1,4
abbnabgm-1,1
abbnljhc-1,1
abboafdb-1,1
abcaglgm-1,1
abcbmpij-1,5
abcdmaih-1,1
abcfnoan-1,1
abcfonja-1,1
abcgdjho-1,4
abcgkbej-1,1
abchdiaj-1,4
abchnjce-1,1
abcjkbbh-1,1
abckdfhd-1,4
abckonpf-1,4
abclchmm-1,3
abcpcbla-1,3
abcpeoeh-1,1
abcpkofd-1,6
