Feature,Normalized.Dispersion
ENSG00000069431,1.2894111111177007
ENSG00000123612,-0.7244436055457392
ENSG00000151388,-1.3042669588604894
ENSG00000145536,2.436587569838599
ENSG00000156140,-1.8353222948351202
ENSG00000197381,-0.6346795810604702
ENSG00000141433,0.9103344164414277
ENSG00000120907,-0.9489805012014397
ENSG00000170214,0
ENSG00000159723,-0.773551986807155
ENSG00000204472,-0.01575573215037356
ENSG00000171094,-0.25367518548786455
ENSG00000189292,1.004867860347507
ENSG00000154188,0.008607357094551698
ENSG00000029534,-0.9465310404405951
ENSG00000180071,-0.13287099812025052
ENSG00000189127,1.535207642286299
ENSG00000134343,-1.0768412193521748
ENSG00000135046,2.2481234271113055
ENSG00000130203,-0.5607522125491197
ENSG00000142192,-1.400101281197453
ENSG00000171885,-0.4159580593333683
ENSG00000169083,-1.2091637444319208
ENSG00000138639,0.5949627302550662
ENSG00000064270,-0.020372515682684087
AVP_gene,7.902842403871173
ENSG00000135454,-1.3358719400780192
ENSG00000132692,-0.6566484382452741
ENSG00000176697,-0.06468735881953908
ENSG00000116985,-2.5728719877254997
ENSG00000162670,-1.2932320506374662
ENSG00000151136,-0.7294325522598928
ENSG00000165985,1.4912750401097132
ENSG00000143110,-0.072404408010167
ENSG00000188674,-0.5848167696714306
ENSG00000064989,2.473849744117601
ENSG00000070808,-0.9565526559083102
ENSG00000042493,-0.1198099595913286
ENSG00000092529,0.6257033602723507
ENSG00000105974,1.8388868774277534
ENSG00000187094,1.1459220018416054
ENSG00000275302,12.454238240209675
ENSG00000271503,49.43180434469287
ENSG00000133101,-1.6504859431533634
ENSG00000157456,-0.6959592182914501
ENSG00000170458,1.9959541937620253
ENSG00000177575,4.521765914771213
ENSG00000116824,6.84181034040613
ENSG00000135218,0.8256350098793621
ENSG00000160654,7.2775149432295665
ENSG00000010610,0.03721700443913035
ENSG00000117091,-0.15282661541956133
ENSG00000169442,1.1810969306753072
ENSG00000129226,2.635502493368441
ENSG00000112149,0.3630437959281956
ENSG00000114013,0.6696203422531796
ENSG00000039068,0.2380709341169688
ENSG00000154162,-1.1775403231378843
ENSG00000140945,0.6316500376312448
ENSG00000179242,-1.709850155928218
ENSG00000113361,1.3260613718543421
ENSG00000170312,0
ENSG00000048740,-1
ENSG00000103888,3.665436665191274
ENSG00000135048,2.112929942399369
ENSG00000117724,0.1498061447471185
ENSG00000089199,1.69745145011308
ENSG00000154645,1.8170896280270423
ENSG00000013297,0.6149044075180166
ENSG00000150656,4.038031278769644
ENSG00000184144,1.7651216463753954
ENSG00000154529,-0.5687214542532143
ENSG00000111799,-0.1758823918118705
ENSG00000188517,0.01575573215037356
ENSG00000102879,-0.8364224693812473
ENSG00000147571,13.872175893172678
ENSG00000145708,2.404467547510556
